wave,flux,error
3676.221,1.618e-10,1.140e-11
3680.490,1.346e-10,1.074e-11
3684.760,1.657e-10,1.056e-11
3689.031,1.226e-10,9.938e-12
3693.301,1.173e-10,9.077e-12
3697.572,1.183e-10,8.694e-12
3701.844,1.235e-10,7.879e-12
3706.115,1.278e-10,7.115e-12
3710.387,9.619e-11,6.467e-12
3714.660,1.075e-10,6.402e-12
3718.932,1.083e-10,5.951e-12
3723.205,1.131e-10,5.776e-12
3727.479,9.005e-11,5.434e-12
3731.752,8.445e-11,5.185e-12
3736.026,8.101e-11,4.857e-12
3740.301,8.274e-11,4.681e-12
3744.575,8.831e-11,4.383e-12
3748.850,8.323e-11,4.212e-12
3753.125,8.949e-11,4.094e-12
3757.401,9.236e-11,3.869e-12
3761.677,9.377e-11,3.799e-12
3765.953,1.032e-10,3.720e-12
3770.230,1.014e-10,3.522e-12
3774.507,9.160e-11,3.300e-12
3778.784,8.703e-11,3.084e-12
3783.061,9.960e-11,3.033e-12
3787.339,8.505e-11,2.764e-12
3791.617,8.368e-11,2.675e-12
3795.896,7.379e-11,2.530e-12
3800.175,8.390e-11,2.525e-12
3804.454,8.728e-11,2.502e-12
3808.733,7.622e-11,2.355e-12
3813.013,8.022e-11,2.344e-12
3817.293,7.308e-11,2.199e-12
3821.574,6.619e-11,2.046e-12
3825.854,6.994e-11,1.931e-12
3830.135,6.079e-11,1.769e-12
3834.417,5.926e-11,1.640e-12
3838.698,5.662e-11,1.584e-12
3842.980,5.916e-11,1.594e-12
3847.263,6.286e-11,1.614e-12
3851.545,6.583e-11,1.637e-12
3855.828,6.712e-11,1.583e-12
3860.112,6.893e-11,1.558e-12
3864.395,6.786e-11,1.488e-12
3868.679,6.498e-11,1.399e-12
3872.963,6.825e-11,1.378e-12
3877.248,6.347e-11,1.307e-12
3881.533,6.934e-11,1.297e-12
3885.818,6.704e-11,1.265e-12
3890.103,7.123e-11,1.276e-12
3894.389,7.519e-11,1.286e-12
3898.675,7.640e-11,1.273e-12
3902.962,8.410e-11,1.302e-12
3907.249,8.046e-11,1.269e-12
3911.536,7.827e-11,1.223e-12
3915.823,7.721e-11,1.185e-12
3920.111,7.139e-11,1.120e-12
3924.399,6.608e-11,1.063e-12
3928.687,6.330e-11,1.014e-12
3932.975,6.276e-11,9.752e-13
3937.264,5.935e-11,9.440e-13
3941.554,6.108e-11,9.305e-13
3945.843,6.013e-11,9.084e-13
3950.133,6.499e-11,9.093e-13
3954.423,6.969e-11,9.260e-13
3958.713,6.884e-11,9.081e-13
3963.004,7.221e-11,9.143e-13
3967.295,6.893e-11,8.881e-13
3971.587,7.320e-11,8.970e-13
3975.878,7.749e-11,9.028e-13
3980.170,7.968e-11,9.138e-13
3984.463,9.066e-11,9.548e-13
3988.755,1.038e-10,1.006e-12
3993.048,1.123e-10,1.030e-12
3997.341,1.151e-10,1.030e-12
4001.635,1.190e-10,1.037e-12
4005.929,1.228e-10,1.042e-12
4010.223,1.246e-10,1.038e-12
4014.517,1.281e-10,1.041e-12
4018.812,1.282e-10,1.030e-12
4023.107,1.333e-10,1.038e-12
4027.402,1.302e-10,1.016e-12
4031.698,1.345e-10,1.019e-12
4035.994,1.335e-10,1.007e-12
4040.290,1.291e-10,9.838e-13
4044.586,1.308e-10,9.801e-13
4048.883,1.336e-10,9.788e-13
4053.180,1.296e-10,9.562e-13
4057.478,1.324e-10,9.571e-13
4061.775,1.299e-10,9.399e-13
4066.073,1.330e-10,9.411e-13
4070.372,1.355e-10,9.393e-13
4074.670,1.343e-10,9.306e-13
4078.969,1.377e-10,9.306e-13
4083.268,1.426e-10,9.368e-13
4087.568,1.458e-10,9.386e-13
4091.868,1.446e-10,9.269e-13
4096.168,1.450e-10,9.200e-13
4100.468,1.456e-10,9.109e-13
4104.769,1.411e-10,8.932e-13
4109.070,1.447e-10,8.944e-13
4113.371,1.513e-10,9.058e-13
4117.673,1.559e-10,9.110e-13
4121.975,1.605e-10,9.157e-13
4126.277,1.566e-10,8.981e-13
4130.579,1.583e-10,8.944e-13
4134.882,1.541e-10,8.766e-13
4139.185,1.574e-10,8.767e-13
4143.488,1.593e-10,8.748e-13
4147.792,1.605e-10,8.709e-13
4152.096,1.583e-10,8.588e-13
4156.400,1.613e-10,8.580e-13
4160.704,1.591e-10,8.454e-13
4165.009,1.645e-10,8.520e-13
4169.314,1.600e-10,8.363e-13
4173.620,1.600e-10,8.290e-13
4177.925,1.562e-10,8.120e-13
4182.231,1.563e-10,8.068e-13
4186.537,1.550e-10,7.963e-13
4190.844,1.569e-10,7.948e-13
4195.151,1.555e-10,7.859e-13
4199.458,1.594e-10,7.888e-13
4203.765,1.601e-10,7.857e-13
4208.073,1.598e-10,7.781e-13
4212.381,1.659e-10,7.868e-13
4216.689,1.649e-10,7.790e-13
4220.997,1.599e-10,7.626e-13
4225.306,1.575e-10,7.509e-13
4229.615,1.545e-10,7.384e-13
4233.925,1.578e-10,7.405e-13
4238.234,1.605e-10,7.410e-13
4242.544,1.593e-10,7.334e-13
4246.854,1.607e-10,7.314e-13
4251.165,1.613e-10,7.277e-13
4255.476,1.600e-10,7.205e-13
4259.787,1.599e-10,7.145e-13
4264.098,1.599e-10,7.096e-13
4268.409,1.578e-10,7.010e-13
4272.721,1.544e-10,6.877e-13
4277.034,1.544e-10,6.833e-13
4281.346,1.547e-10,6.802e-13
4285.659,1.525e-10,6.708e-13
4289.972,1.470e-10,6.544e-13
4294.285,1.406e-10,6.364e-13
4298.599,1.319e-10,6.127e-13
4302.912,1.276e-10,5.987e-13
4307.227,1.271e-10,5.936e-13
4311.541,1.380e-10,6.140e-13
4315.856,1.608e-10,6.572e-13
4320.171,2.014e-10,7.307e-13
4324.486,2.052e-10,7.331e-13
4328.801,2.056e-10,7.296e-13
4333.117,2.057e-10,7.250e-13
4337.433,2.009e-10,7.123e-13
4341.749,1.929e-10,6.936e-13
4346.066,1.991e-10,7.012e-13
4350.383,2.104e-10,7.158e-13
4354.700,2.162e-10,7.217e-13
4359.017,2.252e-10,7.319e-13
4363.335,2.329e-10,7.400e-13
4367.653,2.239e-10,7.216e-13
4371.971,2.207e-10,7.127e-13
4376.290,2.170e-10,7.034e-13
4380.609,2.076e-10,6.842e-13
4384.928,2.011e-10,6.698e-13
4389.247,2.073e-10,6.770e-13
4393.566,2.106e-10,6.788e-13
4397.886,2.192e-10,6.888e-13
4402.206,2.210e-10,6.878e-13
4406.527,2.202e-10,6.834e-13
4410.847,2.286e-10,6.919e-13
4415.168,2.311e-10,6.926e-13
4419.490,2.321e-10,6.907e-13
4423.811,2.375e-10,6.950e-13
4428.133,2.380e-10,6.923e-13
4432.455,2.332e-10,6.824e-13
4436.777,2.343e-10,6.809e-13
4441.100,2.358e-10,6.796e-13
4445.422,2.329e-10,6.726e-13
4449.745,2.304e-10,6.658e-13
4454.069,2.274e-10,6.587e-13
4458.392,2.273e-10,6.556e-13
4462.716,2.263e-10,6.515e-13
4467.040,2.307e-10,6.549e-13
4471.365,2.380e-10,6.621e-13
4475.689,2.387e-10,6.600e-13
4480.014,2.352e-10,6.522e-13
4484.339,2.360e-10,6.509e-13
4488.665,2.432e-10,6.579e-13
4492.990,2.399e-10,6.511e-13
4497.316,2.458e-10,6.562e-13
4501.643,2.570e-10,6.683e-13
4505.969,2.526e-10,6.597e-13
4510.296,2.459e-10,6.485e-13
4514.623,2.496e-10,6.512e-13
4518.950,2.403e-10,6.364e-13
4523.278,2.393e-10,6.330e-13
4527.605,2.311e-10,6.199e-13
4531.933,2.325e-10,6.197e-13
4536.262,2.368e-10,6.231e-13
4540.590,2.402e-10,6.251e-13
4544.919,2.420e-10,6.254e-13
4549.248,2.435e-10,6.252e-13
4553.577,2.435e-10,6.231e-13
4557.907,2.470e-10,6.257e-13
4562.237,2.473e-10,6.239e-13
4566.567,2.534e-10,6.295e-13
4570.897,2.496e-10,6.228e-13
4575.228,2.513e-10,6.227e-13
4579.558,2.449e-10,6.129e-13
4583.890,2.469e-10,6.132e-13
4588.221,2.473e-10,6.115e-13
4592.553,2.488e-10,6.117e-13
4596.884,2.486e-10,6.097e-13
4601.216,2.522e-10,6.119e-13
4605.549,2.523e-10,6.103e-13
4609.881,2.571e-10,6.140e-13
4614.214,2.581e-10,6.135e-13
4618.547,2.596e-10,6.133e-13
4622.881,2.598e-10,6.115e-13
4627.214,2.584e-10,6.082e-13
4631.548,2.586e-10,6.063e-13
4635.882,2.551e-10,6.007e-13
4640.217,2.535e-10,5.972e-13
4644.551,2.521e-10,5.938e-13
4648.886,2.540e-10,5.941e-13
4653.221,2.569e-10,5.957e-13
4657.556,2.580e-10,5.954e-13
4661.892,2.525e-10,5.873e-13
4666.228,2.525e-10,5.855e-13
4670.564,2.522e-10,5.836e-13
4674.900,2.580e-10,5.885e-13
4679.237,2.566e-10,5.855e-13
4683.574,2.571e-10,5.843e-13
4687.911,2.589e-10,5.844e-13
4692.248,2.586e-10,5.825e-13
4696.586,2.553e-10,5.775e-13
4700.923,2.517e-10,5.719e-13
4705.261,2.534e-10,5.721e-13
4709.600,2.578e-10,5.756e-13
4713.938,2.615e-10,5.782e-13
4718.277,2.668e-10,5.823e-13
4722.616,2.665e-10,5.805e-13
4726.955,2.645e-10,5.769e-13
4731.295,2.627e-10,5.734e-13
4735.634,2.653e-10,5.747e-13
4739.974,2.684e-10,5.767e-13
4744.315,2.667e-10,5.732e-13
4748.655,2.684e-10,5.736e-13
4752.996,2.650e-10,5.686e-13
4757.337,2.635e-10,5.655e-13
4761.678,2.631e-10,5.638e-13
4766.019,2.675e-10,5.670e-13
4770.361,2.689e-10,5.673e-13
4774.703,2.757e-10,5.729e-13
4779.045,2.734e-10,5.692e-13
4783.387,2.733e-10,5.678e-13
4787.730,2.716e-10,5.647e-13
4792.073,2.737e-10,5.657e-13
4796.416,2.733e-10,5.637e-13
4800.759,2.735e-10,5.625e-13
4805.102,2.749e-10,5.628e-13
4809.446,2.780e-10,5.646e-13
4813.790,2.778e-10,5.631e-13
4818.134,2.786e-10,5.626e-13
4822.479,2.748e-10,5.577e-13
4826.823,2.738e-10,5.556e-13
4831.168,2.712e-10,5.516e-13
4835.514,2.714e-10,5.508e-13
4839.859,2.664e-10,5.442e-13
4844.205,2.618e-10,5.387e-13
4848.550,2.531e-10,5.286e-13
4852.896,2.431e-10,5.168e-13
4857.243,2.298e-10,5.017e-13
4861.589,2.296e-10,5.005e-13
4865.936,2.354e-10,5.057e-13
4870.283,2.483e-10,5.181e-13
4874.630,2.552e-10,5.244e-13
4878.978,2.594e-10,5.275e-13
4883.325,2.577e-10,5.246e-13
4887.673,2.577e-10,5.236e-13
4892.021,2.625e-10,5.276e-13
4896.370,2.695e-10,5.335e-13
4900.718,2.695e-10,5.324e-13
4905.067,2.677e-10,5.296e-13
4909.416,2.611e-10,5.221e-13
4913.765,2.605e-10,5.207e-13
4918.115,2.565e-10,5.157e-13
4922.465,2.596e-10,5.178e-13
4926.815,2.648e-10,5.221e-13
4931.165,2.659e-10,5.223e-13
4935.515,2.683e-10,5.237e-13
4939.866,2.692e-10,5.236e-13
4944.217,2.735e-10,5.269e-13
4948.568,2.753e-10,5.279e-13
4952.919,2.719e-10,5.235e-13
4957.270,2.688e-10,5.197e-13
4961.622,2.725e-10,5.225e-13
4965.974,2.764e-10,5.255e-13
4970.326,2.762e-10,5.242e-13
4974.678,2.734e-10,5.209e-13
4979.031,2.677e-10,5.149e-13
4983.384,2.699e-10,5.158e-13
4987.737,2.707e-10,5.159e-13
4992.090,2.741e-10,5.184e-13
4996.444,2.709e-10,5.146e-13
5000.797,2.665e-10,5.098e-13
5005.151,2.626e-10,5.052e-13
5009.505,2.632e-10,5.050e-13
5013.860,2.636e-10,5.047e-13
5018.214,2.658e-10,5.060e-13
5022.569,2.704e-10,5.095e-13
5026.924,2.731e-10,5.113e-13
5031.279,2.743e-10,5.117e-13
5035.635,2.704e-10,5.075e-13
5039.990,2.731e-10,5.091e-13
5044.346,2.773e-10,5.122e-13
5048.702,2.815e-10,5.153e-13
5053.058,2.845e-10,5.174e-13
5057.415,2.855e-10,5.174e-13
5061.772,2.855e-10,5.167e-13
5066.128,2.835e-10,5.142e-13
5070.486,2.815e-10,5.114e-13
5074.843,2.783e-10,5.080e-13
5079.200,2.798e-10,5.085e-13
5083.558,2.810e-10,5.089e-13
5087.916,2.840e-10,5.108e-13
5092.274,2.865e-10,5.123e-13
5096.633,2.827e-10,5.082e-13
5100.991,2.838e-10,5.083e-13
5105.350,2.847e-10,5.085e-13
5109.709,2.889e-10,5.114e-13
5114.068,2.895e-10,5.113e-13
5118.428,2.867e-10,5.080e-13
5122.787,2.834e-10,5.044e-13
5127.147,2.804e-10,5.010e-13
5131.507,2.796e-10,4.995e-13
5135.867,2.779e-10,4.972e-13
5140.228,2.793e-10,4.977e-13
5144.589,2.790e-10,4.968e-13
5148.949,2.809e-10,4.978e-13
5153.310,2.797e-10,4.960e-13
5157.672,2.735e-10,4.897e-13
5162.033,2.612e-10,4.780e-13
5166.395,2.504e-10,4.675e-13
5170.757,2.521e-10,4.681e-13
5175.119,2.577e-10,4.727e-13
5179.481,2.610e-10,4.750e-13
5183.844,2.647e-10,4.776e-13
5188.206,2.699e-10,4.816e-13
5192.569,2.782e-10,4.882e-13
5196.932,2.842e-10,4.925e-13
5201.296,2.837e-10,4.915e-13
5205.659,2.838e-10,4.908e-13
5210.023,2.859e-10,4.918e-13
5214.387,2.873e-10,4.923e-13
5218.751,2.861e-10,4.908e-13
5223.115,2.834e-10,4.877e-13
5227.480,2.852e-10,4.887e-13
5231.844,2.899e-10,4.920e-13
5236.209,2.950e-10,4.956e-13
5240.574,2.968e-10,4.966e-13
5244.939,2.978e-10,4.966e-13
5249.305,2.937e-10,4.926e-13
5253.671,2.893e-10,4.885e-13
5258.037,2.823e-10,4.820e-13
5262.403,2.757e-10,4.757e-13
5266.769,2.710e-10,4.712e-13
5271.135,2.779e-10,4.766e-13
5275.502,2.884e-10,4.848e-13
5279.869,2.955e-10,4.903e-13
5284.236,3.005e-10,4.940e-13
5288.603,3.025e-10,4.950e-13
5292.970,3.022e-10,4.943e-13
5297.338,3.019e-10,4.936e-13
5301.706,3.030e-10,4.940e-13
5306.074,3.068e-10,4.967e-13
5310.442,3.076e-10,4.968e-13
5314.810,3.007e-10,4.908e-13
5319.179,2.944e-10,4.853e-13
5323.548,2.887e-10,4.801e-13
5327.917,2.886e-10,4.797e-13
5332.286,2.936e-10,4.834e-13
5336.655,2.967e-10,4.856e-13
5341.025,2.986e-10,4.868e-13
5345.394,3.004e-10,4.879e-13
5349.764,3.034e-10,4.900e-13
5354.134,3.061e-10,4.919e-13
5358.505,3.020e-10,4.884e-13
5362.875,2.980e-10,4.848e-13
5367.246,2.954e-10,4.823e-13
5371.616,2.964e-10,4.829e-13
5375.988,2.967e-10,4.830e-13
5380.359,2.980e-10,4.838e-13
5384.730,2.945e-10,4.806e-13
5389.102,2.918e-10,4.782e-13
5393.473,2.865e-10,4.738e-13
5397.845,2.820e-10,4.697e-13
5402.217,2.821e-10,4.697e-13
5406.590,2.801e-10,4.678e-13
5410.962,2.843e-10,4.712e-13
5415.335,2.855e-10,4.720e-13
5419.708,2.852e-10,4.716e-13
5424.081,2.851e-10,4.712e-13
5428.454,2.859e-10,4.717e-13
5432.827,2.893e-10,4.743e-13
5437.201,2.930e-10,4.771e-13
5441.575,2.975e-10,4.805e-13
5445.949,2.999e-10,4.820e-13
5450.323,3.016e-10,4.831e-13
5454.697,3.063e-10,4.864e-13
5459.071,3.088e-10,4.880e-13
5463.446,3.072e-10,4.865e-13
5467.821,3.067e-10,4.856e-13
5472.196,3.053e-10,4.841e-13
5476.571,3.071e-10,4.852e-13
5480.946,3.072e-10,4.847e-13
5485.322,3.110e-10,4.872e-13
5489.698,3.117e-10,4.873e-13
5494.074,3.128e-10,4.875e-13
5498.450,3.115e-10,4.860e-13
5502.826,3.113e-10,4.853e-13
5507.202,3.118e-10,4.851e-13
5511.579,3.142e-10,4.864e-13
5515.956,3.135e-10,4.853e-13
5520.332,3.121e-10,4.835e-13
5524.710,3.126e-10,4.832e-13
5529.087,3.103e-10,4.809e-13
5533.464,3.135e-10,4.827e-13
5537.842,3.150e-10,4.832e-13
5542.220,3.152e-10,4.828e-13
5546.598,3.148e-10,4.820e-13
5550.976,3.138e-10,4.807e-13
5555.354,3.138e-10,4.802e-13
5559.733,3.116e-10,4.781e-13
5564.111,3.096e-10,4.761e-13
5568.490,3.076e-10,4.741e-13
5572.869,3.074e-10,4.736e-13
5577.248,3.074e-10,4.733e-13
5581.627,3.047e-10,4.710e-13
5586.007,3.043e-10,4.703e-13
5590.387,3.025e-10,4.687e-13
5594.766,3.036e-10,4.694e-13
5599.146,3.085e-10,4.728e-13
5603.527,3.100e-10,4.738e-13
5607.907,3.118e-10,4.749e-13
5612.287,3.130e-10,4.758e-13
5616.668,3.109e-10,4.741e-13
5621.049,3.134e-10,4.759e-13
5625.430,3.147e-10,4.769e-13
5629.811,3.157e-10,4.775e-13
5634.192,3.134e-10,4.758e-13
5638.574,3.148e-10,4.765e-13
5642.955,3.141e-10,4.760e-13
5647.337,3.146e-10,4.763e-13
5651.719,3.120e-10,4.742e-13
5656.101,3.118e-10,4.741e-13
5660.483,3.118e-10,4.741e-13
5664.866,3.139e-10,4.755e-13
5669.248,3.174e-10,4.781e-13
5673.631,3.165e-10,4.774e-13
5678.014,3.159e-10,4.768e-13
5682.397,3.147e-10,4.757e-13
5686.780,3.115e-10,4.733e-13
5691.164,3.133e-10,4.746e-13
5695.547,3.121e-10,4.735e-13
5699.931,3.079e-10,4.703e-13
5704.315,3.069e-10,4.694e-13
5708.699,3.083e-10,4.705e-13
5713.083,3.091e-10,4.709e-13
5717.467,3.147e-10,4.751e-13
5721.852,3.205e-10,4.794e-13
5726.237,3.195e-10,4.786e-13
5730.621,3.207e-10,4.792e-13
5735.006,3.189e-10,4.778e-13
5739.392,3.177e-10,4.770e-13
5743.777,3.172e-10,4.766e-13
5748.162,3.124e-10,4.728e-13
5752.548,3.120e-10,4.723e-13
5756.934,3.121e-10,4.724e-13
5761.319,3.128e-10,4.728e-13
5765.705,3.149e-10,4.742e-13
5770.092,3.163e-10,4.753e-13
5774.478,3.138e-10,4.733e-13
5778.864,3.129e-10,4.726e-13
5783.251,3.131e-10,4.725e-13
5787.638,3.144e-10,4.735e-13
5792.025,3.172e-10,4.754e-13
5796.412,3.221e-10,4.789e-13
5800.799,3.223e-10,4.791e-13
5805.187,3.240e-10,4.802e-13
5809.574,3.253e-10,4.811e-13
5813.962,3.286e-10,4.835e-13
5818.350,3.283e-10,4.832e-13
5822.738,3.331e-10,4.864e-13
5827.126,3.314e-10,4.851e-13
5831.514,3.342e-10,4.871e-13
5835.902,3.347e-10,4.873e-13
5840.291,3.331e-10,4.861e-13
5844.680,3.300e-10,4.838e-13
5849.069,3.288e-10,4.828e-13
5853.458,3.259e-10,4.806e-13
5857.847,3.241e-10,4.792e-13
5862.236,3.262e-10,4.807e-13
5866.626,3.295e-10,4.831e-13
5871.015,3.315e-10,4.846e-13
5875.405,3.315e-10,4.845e-13
5879.795,3.253e-10,4.800e-13
5884.185,3.173e-10,4.740e-13
5888.575,3.099e-10,4.683e-13
5892.965,3.080e-10,4.670e-13
5897.356,3.138e-10,4.713e-13
5901.746,3.215e-10,4.771e-13
5906.137,3.261e-10,4.804e-13
5910.528,3.288e-10,4.824e-13
5914.919,3.297e-10,4.830e-13
5919.310,3.288e-10,4.824e-13
5923.701,3.285e-10,4.823e-13
5928.093,3.282e-10,4.820e-13
5932.484,3.264e-10,4.808e-13
5936.876,3.262e-10,4.807e-13
5941.268,3.276e-10,4.817e-13
5945.660,3.223e-10,4.778e-13
5950.052,3.231e-10,4.784e-13
5954.444,3.248e-10,4.797e-13
5958.836,3.245e-10,4.796e-13
5963.229,3.278e-10,4.821e-13
5967.622,3.253e-10,4.804e-13
5972.014,3.212e-10,4.774e-13
5976.407,3.216e-10,4.778e-13
5980.800,3.221e-10,4.782e-13
5985.193,3.222e-10,4.784e-13
5989.587,3.216e-10,4.780e-13
5993.980,3.212e-10,4.779e-13
5998.374,3.228e-10,4.791e-13
6002.768,3.227e-10,4.791e-13
6007.161,3.190e-10,4.765e-13
6011.555,3.202e-10,4.777e-13
6015.949,3.196e-10,4.772e-13
6020.344,3.194e-10,4.772e-13
6024.738,3.230e-10,4.801e-13
6029.133,3.249e-10,4.816e-13
6033.527,3.287e-10,4.846e-13
6037.922,3.288e-10,4.848e-13
6042.317,3.312e-10,4.867e-13
6046.712,3.291e-10,4.853e-13
6051.107,3.288e-10,4.853e-13
6055.502,3.290e-10,4.855e-13
6059.898,3.260e-10,4.834e-13
6064.293,3.280e-10,4.850e-13
6068.689,3.267e-10,4.841e-13
6073.085,3.261e-10,4.838e-13
6077.481,3.240e-10,4.823e-13
6081.877,3.210e-10,4.801e-13
6086.273,3.213e-10,4.804e-13
6090.669,3.197e-10,4.793e-13
6095.065,3.194e-10,4.790e-13
6099.462,3.170e-10,4.773e-13
6103.859,3.175e-10,4.776e-13
6108.255,3.168e-10,4.772e-13
6112.652,3.153e-10,4.761e-13
6117.049,3.138e-10,4.748e-13
6121.447,3.069e-10,4.696e-13
6125.844,3.020e-10,4.659e-13
6130.241,2.946e-10,4.601e-13
6134.639,2.909e-10,4.571e-13
6139.036,2.865e-10,4.536e-13
6143.434,2.814e-10,4.496e-13
6147.832,2.796e-10,4.480e-13
6152.230,2.758e-10,4.448e-13
6156.628,2.723e-10,4.421e-13
6161.026,2.681e-10,4.385e-13
6165.425,2.636e-10,4.348e-13
6169.823,2.575e-10,4.297e-13
6174.222,2.544e-10,4.271e-13
6178.620,2.501e-10,4.234e-13
6183.019,2.463e-10,4.202e-13
6187.418,2.433e-10,4.176e-13
6191.817,2.406e-10,4.153e-13
6196.216,2.433e-10,4.176e-13
6200.616,2.456e-10,4.197e-13
6205.015,2.516e-10,4.247e-13
6209.415,2.551e-10,4.277e-13
6213.814,2.592e-10,4.311e-13
6218.214,2.632e-10,4.345e-13
6222.614,2.684e-10,4.389e-13
6227.014,2.743e-10,4.437e-13
6231.414,2.798e-10,4.481e-13
6235.814,2.854e-10,4.527e-13
6240.214,2.908e-10,4.571e-13
6244.615,2.950e-10,4.604e-13
6249.015,2.990e-10,4.637e-13
6253.416,3.020e-10,4.661e-13
6257.817,3.063e-10,4.696e-13
6262.218,3.096e-10,4.723e-13
6266.619,3.133e-10,4.751e-13
6271.020,3.094e-10,4.723e-13
6275.421,3.117e-10,4.742e-13
6279.822,3.106e-10,4.734e-13
6284.224,3.129e-10,4.755e-13
6288.625,3.146e-10,4.769e-13
6293.027,3.157e-10,4.778e-13
6297.428,3.134e-10,4.762e-13
6301.830,3.139e-10,4.767e-13
6306.232,3.172e-10,4.794e-13
6310.634,3.170e-10,4.794e-13
6315.036,3.200e-10,4.818e-13
6319.439,3.191e-10,4.812e-13
6323.841,3.223e-10,4.837e-13
6328.244,3.207e-10,4.828e-13
6332.646,3.233e-10,4.849e-13
6337.049,3.240e-10,4.856e-13
6341.452,3.251e-10,4.866e-13
6345.854,3.263e-10,4.875e-13
6350.257,3.254e-10,4.871e-13
6354.661,3.233e-10,4.858e-13
6359.064,3.244e-10,4.867e-13
6363.467,3.224e-10,4.854e-13
6367.870,3.242e-10,4.869e-13
6372.274,3.261e-10,4.885e-13
6376.678,3.285e-10,4.904e-13
6381.081,3.301e-10,4.918e-13
6385.485,3.282e-10,4.906e-13
6389.889,3.264e-10,4.894e-13
6394.293,3.245e-10,4.882e-13
6398.697,3.211e-10,4.858e-13
6403.101,3.201e-10,4.853e-13
6407.506,3.202e-10,4.854e-13
6411.910,3.168e-10,4.832e-13
6416.314,3.170e-10,4.835e-13
6420.719,3.176e-10,4.842e-13
6425.124,3.170e-10,4.839e-13
6429.528,3.172e-10,4.842e-13
6433.933,3.161e-10,4.835e-13
6438.338,3.139e-10,4.821e-13
6442.743,3.122e-10,4.811e-13
6447.149,3.106e-10,4.800e-13
6451.554,3.127e-10,4.819e-13
6455.959,3.120e-10,4.815e-13
6460.365,3.120e-10,4.817e-13
6464.770,3.112e-10,4.813e-13
6469.176,3.096e-10,4.803e-13
6473.581,3.078e-10,4.791e-13
6477.987,3.100e-10,4.810e-13
6482.393,3.099e-10,4.811e-13
6486.799,3.099e-10,4.813e-13
6491.205,3.043e-10,4.772e-13
6495.611,3.031e-10,4.765e-13
6500.018,3.048e-10,4.780e-13
6504.424,3.069e-10,4.799e-13
6508.831,3.127e-10,4.846e-13
6513.237,3.140e-10,4.857e-13
6517.644,3.159e-10,4.875e-13
6522.050,3.141e-10,4.864e-13
6526.457,3.130e-10,4.858e-13
6530.864,3.144e-10,4.871e-13
6535.271,3.141e-10,4.870e-13
6539.678,3.110e-10,4.849e-13
6544.085,3.063e-10,4.816e-13
6548.493,3.028e-10,4.790e-13
6552.900,2.935e-10,4.719e-13
6557.307,2.799e-10,4.609e-13
6561.715,2.676e-10,4.512e-13
6566.122,2.682e-10,4.518e-13
6570.530,2.738e-10,4.569e-13
6574.938,2.842e-10,4.654e-13
6579.346,2.947e-10,4.743e-13
6583.754,2.998e-10,4.786e-13
6588.161,3.002e-10,4.790e-13
6592.570,2.994e-10,4.788e-13
6596.978,2.976e-10,4.776e-13
6601.386,3.001e-10,4.797e-13
6605.794,2.976e-10,4.781e-13
6610.203,2.997e-10,4.800e-13
6614.611,3.002e-10,4.807e-13
