wave,inten,std
3420.660,14.246,4.661
3424.909,2.262,4.401
3429.159,-12.325,4.300
3433.409,3.864,4.579
3437.659,12.208,4.557
3441.909,-1.190,4.372
3446.160,12.718,4.581
3450.411,6.730,4.366
3454.663,8.155,4.530
3458.915,-1.292,4.495
3463.167,8.872,4.644
3467.420,-4.006,4.624
3471.673,18.094,4.633
3475.926,2.292,4.437
3480.180,2.111,4.599
3484.434,1.885,4.382
3488.688,13.454,4.258
3492.943,-4.159,4.583
3497.198,2.489,4.645
3501.454,-3.753,4.491
3505.709,20.183,4.739
3509.965,-4.577,4.523
3514.222,2.870,4.612
3518.479,-2.518,4.494
3522.736,12.365,4.621
3526.993,-9.916,4.429
3531.251,27.242,4.738
3535.509,1.302,4.518
3539.768,9.295,4.652
3544.027,-0.226,4.602
3548.286,41.657,5.066
3552.546,3.147,4.629
3556.806,21.270,4.909
3561.066,2.654,4.527
3565.326,-0.982,4.632
3569.587,-1.939,4.586
3573.849,14.781,4.784
3578.110,14.244,4.737
3582.372,43.536,5.075
3586.635,-8.379,4.551
3590.897,17.303,4.797
3595.160,-4.006,4.559
3599.423,15.321,4.768
3603.687,8.118,4.701
3607.951,16.951,4.818
3612.215,18.999,4.776
3616.480,22.390,4.885
3620.745,23.962,4.821
3625.010,24.631,4.810
3629.276,14.797,4.796
3633.542,33.975,5.285
3637.809,33.526,4.934
3642.075,26.989,4.967
3646.342,17.689,4.807
3650.610,36.749,4.970
3654.877,26.919,4.879
3659.145,37.252,5.191
3663.414,16.518,4.809
3667.682,40.677,5.174
3671.951,30.329,5.191
3676.221,53.554,5.368
3680.490,32.333,5.158
3684.760,52.768,5.352
3689.031,67.788,5.697
3693.301,69.002,5.581
3697.572,51.495,5.384
3701.844,59.246,5.527
3706.115,50.236,5.677
3710.387,71.891,5.591
3714.660,68.143,5.669
3718.932,95.341,5.907
3723.205,56.705,5.456
3727.479,114.333,6.219
3731.752,61.475,5.718
3736.026,85.243,5.934
3740.301,80.117,5.934
3744.575,84.319,5.875
3748.850,105.759,6.135
3753.125,121.158,6.221
3757.401,126.441,6.461
3761.677,128.616,6.494
3765.953,135.564,6.373
3770.230,144.951,6.696
3774.507,148.938,6.661
3778.784,171.085,6.912
3783.061,173.819,7.022
3787.339,192.690,7.143
3791.617,182.434,7.053
3795.896,228.816,7.551
3800.175,209.407,7.383
3804.454,206.004,7.198
