wave,inten,std
3420.660,165.443,32.102
3424.909,52.549,31.415
3429.159,150.227,31.898
3433.409,34.078,31.937
3437.659,163.009,32.425
3441.909,70.226,32.805
3446.160,142.141,32.430
3450.411,99.672,32.408
3454.663,80.869,32.311
3458.915,52.816,32.000
3463.167,124.611,32.877
3467.420,38.436,30.998
3471.673,89.917,32.115
3475.926,85.352,32.640
3480.180,85.154,32.051
3484.434,36.283,32.317
3488.688,89.948,31.770
3492.943,45.924,31.236
3497.198,151.923,33.375
3501.454,-24.188,31.125
3505.709,108.100,32.754
3509.965,91.433,32.705
3514.222,108.012,32.718
3518.479,7.818,32.585
3522.736,64.442,32.741
3526.993,39.728,32.129
3531.251,13.741,31.266
3535.509,93.060,33.171
3539.768,164.672,32.949
3544.027,128.116,32.522
3548.286,11.542,31.777
3552.546,96.006,32.366
3556.806,49.737,32.626
3561.066,-36.059,31.966
3565.326,91.744,32.857
3569.587,74.283,32.104
3573.849,31.559,32.231
3578.110,95.150,31.704
3582.372,189.516,33.758
3586.635,133.928,32.417
3590.897,61.109,32.100
3595.160,149.621,33.859
3599.423,87.843,32.994
3603.687,86.562,32.575
3607.951,120.804,33.379
3612.215,183.388,33.711
3616.480,217.091,33.988
3620.745,86.200,33.510
3625.010,8.509,33.463
3629.276,144.622,33.891
3633.542,58.504,33.136
3637.809,140.766,33.496
3642.075,147.139,34.622
3646.342,117.430,32.652
3650.610,307.778,35.375
3654.877,227.727,34.161
3659.145,189.046,33.825
3663.414,235.104,34.281
3667.682,263.106,35.456
3671.951,204.963,34.966
3676.221,345.747,35.603
3680.490,305.593,35.143
3684.760,430.722,36.383
3689.031,221.514,35.019
3693.301,342.347,35.827
3697.572,300.291,36.904
3701.844,455.391,36.004
3706.115,287.895,36.054
3710.387,475.668,37.028
3714.660,337.661,37.142
3718.932,420.871,37.134
3723.205,301.067,36.298
3727.479,463.488,38.198
3731.752,365.100,37.465
3736.026,575.988,39.144
3740.301,416.634,37.606
3744.575,584.381,38.667
3748.850,648.635,39.981
3753.125,629.021,40.268
3757.401,627.254,39.946
3761.677,758.290,41.029
3765.953,831.020,41.926
3770.230,775.344,42.213
3774.507,811.186,43.357
3778.784,984.372,44.711
3783.061,1017.267,45.395
3787.339,977.287,44.787
3791.617,1087.243,45.536
3795.896,1185.776,45.954
3800.175,1125.766,46.498
3804.454,1025.694,45.175
3808.733,1263.850,47.382
3813.013,1024.848,45.690
3817.293,1073.730,45.764
3821.574,1387.386,48.245
3825.854,1201.808,47.178
3830.135,1264.042,47.320
3834.417,1284.684,47.919
3838.698,1323.513,48.451
3842.980,1376.731,48.944
3847.263,1541.766,50.718
3851.545,1704.909,51.544
3855.828,1685.264,52.651
3860.112,2111.482,55.556
3864.395,1921.532,55.087
3868.679,2003.344,55.336
3872.963,2121.239,56.620
3877.248,2145.521,57.807
3881.533,2487.990,59.280
3885.818,2590.624,60.450
3890.103,2938.699,63.431
3894.389,2872.224,63.022
3898.675,3057.641,64.368
3902.962,3287.819,66.152
3907.249,3566.765,67.921
3911.536,3642.591,68.973
3915.823,3555.437,68.626
3920.111,3703.571,68.332
3924.399,3535.828,67.559
3928.687,3521.541,67.786
3932.975,3401.483,66.281
3937.264,3502.978,67.801
3941.554,3743.587,68.878
3945.843,3863.109,70.193
3950.133,4252.525,72.629
3954.423,4531.102,74.873
3958.713,4639.807,75.347
3963.004,5046.631,78.405
3967.295,5141.899,78.352
3971.587,5399.432,80.665
3975.878,5438.730,81.095
3980.170,5969.781,84.185
3984.463,6997.616,90.379
3988.755,8611.241,98.291
3993.048,9320.238,101.881
3997.341,9879.512,105.118
4001.635,10033.536,105.372
4005.929,10485.143,107.907
4010.223,11104.003,110.615
4014.517,11401.495,112.147
4018.812,11806.275,113.550
4023.107,12344.707,116.120
4027.402,12824.982,117.926
4031.698,12970.989,118.962
4035.994,13187.779,119.335
4040.290,13526.449,121.314
4044.586,13622.927,121.591
4048.883,13777.095,122.091
4053.180,13900.162,122.876
4057.478,14134.298,123.534
4061.775,14635.925,125.741
4066.073,15020.367,126.757
4070.372,15332.251,128.277
4074.670,15882.797,130.375
4078.969,16303.223,131.892
4083.268,16722.649,133.815
4087.568,17322.900,136.494
4091.868,17562.476,137.278
4096.168,18116.209,139.107
4100.468,17795.288,137.790
4104.769,18531.111,140.345
4109.070,18614.098,140.878
4113.371,19696.730,144.430
4117.673,20789.408,148.385
4121.975,21163.368,149.821
4126.277,22147.077,152.945
4130.579,22152.687,152.933
4134.882,22336.102,153.790
4139.185,23281.733,156.432
4143.488,22715.876,154.647
4147.792,23297.486,156.418
4152.096,23383.540,156.779
4156.400,24131.663,159.115
4160.704,25037.405,162.025
4165.009,25618.252,163.488
4169.314,25605.115,163.724
4173.620,25677.889,164.059
4177.925,25223.569,162.837
4182.231,26254.537,165.553
4186.537,26425.366,166.092
4190.844,26720.436,167.084
4195.151,27129.653,168.495
4199.458,27720.759,170.076
4203.765,27958.876,170.720
