wave,inten,std
3420.660,2685.691,309.985
3424.909,1183.874,302.903
3429.159,1001.767,300.299
3433.409,755.239,298.694
3437.659,1245.184,300.536
3441.909,1832.237,305.891
3446.160,1048.407,296.759
3450.411,1134.934,308.289
3454.663,1045.228,302.788
3458.915,1292.895,299.500
3463.167,645.906,298.300
3467.420,1940.946,297.793
3471.673,3080.344,303.531
3475.926,1468.675,303.885
3480.180,-184.556,302.622
3484.434,-585.839,303.067
3488.688,2587.282,301.159
3492.943,2386.322,305.139
3497.198,3990.943,305.540
3501.454,2448.134,300.272
3505.709,1371.199,299.690
3509.965,1248.788,306.271
3514.222,2572.758,310.349
3518.479,2371.786,311.910
3522.736,1736.014,307.292
3526.993,1538.525,306.594
3531.251,3681.612,311.143
3535.509,1418.820,309.636
3539.768,3083.053,312.155
3544.027,1650.796,316.869
3548.286,654.561,311.751
3552.546,3398.646,313.598
3556.806,4348.238,311.705
3561.066,3798.118,317.901
3565.326,4029.034,314.992
3569.587,3049.249,315.935
3573.849,2896.666,315.300
3578.110,4051.705,326.346
3582.372,5807.628,323.528
3586.635,2341.889,316.553
3590.897,4258.882,320.468
3595.160,5156.297,319.907
3599.423,5044.465,317.488
3603.687,4598.124,322.735
3607.951,5313.119,323.813
3612.215,3966.156,330.513
3616.480,6552.209,324.753
3620.745,1854.370,327.590
3625.010,4318.605,332.337
3629.276,4948.158,332.988
3633.542,4031.835,337.721
3637.809,4336.462,337.873
3642.075,7043.576,342.185
3646.342,3894.686,341.155
3650.610,7648.461,344.959
3654.877,6520.278,346.940
3659.145,7942.232,352.213
3663.414,9781.409,354.204
3667.682,9991.490,361.259
3671.951,10400.984,363.125
3676.221,10216.111,369.948
3680.490,9965.425,370.346
3684.760,10833.674,374.849
3689.031,12216.394,380.945
3693.301,14187.475,382.801
3697.572,11970.402,388.401
3701.844,14948.264,398.215
3706.115,14023.969,408.052
3710.387,14400.047,398.918
3714.660,15879.335,406.818
3718.932,19266.023,415.966
3723.205,16260.721,418.357
3727.479,18166.715,422.424
3731.752,17009.139,424.904
3736.026,21387.838,433.768
3740.301,20851.885,439.485
3744.575,21599.764,442.870
3748.850,23079.034,454.758
3753.125,26336.012,458.697
3757.401,28413.115,475.957
3761.677,27494.435,481.024
3765.953,32776.659,494.289
3770.230,35207.334,505.012
3774.507,35033.978,504.548
3778.784,37249.005,517.661
3783.061,40027.633,536.487
3787.339,41396.755,544.023
3791.617,43093.030,554.528
3795.896,44757.292,559.798
3800.175,46818.776,567.992
3804.454,46009.645,561.633
3808.733,46647.517,567.198
3813.013,47046.695,568.928
3817.293,47547.931,573.966
3821.574,48951.181,582.670
3825.854,49691.714,580.693
3830.135,51448.111,587.203
3834.417,52866.530,597.486
3838.698,53826.845,601.402
3842.980,54185.169,609.403
3847.263,59678.465,621.511
3851.545,63003.890,635.595
3855.828,70601.118,662.179
3860.112,74906.509,682.863
3864.395,77380.391,696.537
3868.679,82937.138,716.864
3872.963,86408.425,724.556
3877.248,92725.562,742.044
3881.533,100197.622,769.673
3885.818,102014.448,780.318
3890.103,112429.576,805.402
3894.389,116536.072,828.721
3898.675,125057.168,852.394
3902.962,132935.769,877.488
3907.249,141586.058,900.223
3911.536,145526.839,906.725
3915.823,141032.955,896.296
3920.111,140246.783,890.994
3924.399,137465.221,889.314
3928.687,135374.373,883.863
3932.975,137720.770,885.200
3937.264,136886.915,883.677
3941.554,142876.167,897.420
3945.843,149157.265,911.582
3950.133,159660.753,948.929
3954.423,177685.387,992.729
3958.713,190122.960,1018.591
3963.004,192209.041,1031.254
3967.295,197524.744,1045.780
3971.587,205052.028,1058.842
3975.878,215330.772,1083.887
3980.170,232330.358,1126.868
3984.463,269710.725,1205.288
3988.755,307660.519,1279.442
3993.048,335705.857,1334.209
3997.341,359184.886,1378.545
