wave,inten,std
3420.660,1.226,nan
3424.909,-1.060,nan
3429.159,1.409,nan
3433.409,-2.369,nan
3437.659,-0.874,nan
3441.909,0.130,nan
3446.160,4.541,nan
3450.411,-1.188,nan
3454.663,3.858,nan
3458.915,2.325,nan
3463.167,6.602,nan
3467.420,-0.812,nan
3471.673,3.779,nan
3475.926,1.473,nan
3480.180,2.715,nan
3484.434,-1.178,nan
3488.688,1.212,nan
3492.943,0.663,nan
3497.198,5.092,nan
3501.454,2.521,nan
3505.709,1.272,nan
3509.965,4.104,nan
3514.222,5.237,nan
3518.479,-0.408,nan
3522.736,-0.161,nan
3526.993,0.767,nan
3531.251,1.719,nan
3535.509,3.166,nan
3539.768,3.418,nan
3544.027,-0.003,nan
3548.286,-0.824,nan
3552.546,-1.142,nan
3556.806,2.998,nan
3561.066,0.144,nan
3565.326,3.153,nan
3569.587,2.216,nan
3573.849,2.663,nan
3578.110,-0.733,nan
3582.372,2.534,nan
3586.635,4.628,0.205
3590.897,2.955,nan
3595.160,4.592,nan
3599.423,4.427,nan
3603.687,-0.184,nan
3607.951,3.652,nan
3612.215,2.332,nan
3616.480,2.478,nan
3620.745,8.263,0.224
3625.010,6.331,0.260
3629.276,3.744,0.248
3633.542,11.130,0.367
3637.809,7.646,0.126
3642.075,4.687,0.202
3646.342,3.629,nan
3650.610,6.860,0.184
3654.877,5.330,0.165
3659.145,6.973,0.392
3663.414,4.870,nan
3667.682,7.990,0.273
3671.951,9.229,0.416
3676.221,7.091,0.334
3680.490,11.641,0.409
3684.760,13.582,0.593
3689.031,12.869,0.500
3693.301,14.326,0.671
3697.572,16.700,0.560
3701.844,11.179,0.581
3706.115,12.755,0.531
3710.387,18.857,0.664
3714.660,16.131,0.638
3718.932,13.477,0.641
3723.205,15.552,0.579
3727.479,19.231,0.647
3731.752,15.475,0.708
3736.026,15.277,0.697
3740.301,20.414,0.724
3744.575,21.721,0.788
3748.850,23.743,0.810
3753.125,22.194,0.843
3757.401,29.669,0.934
3761.677,32.893,0.955
3765.953,32.284,1.003
3770.230,35.109,1.083
3774.507,36.270,1.090
3778.784,38.606,1.115
3783.061,38.055,1.131
3787.339,43.403,1.167
3791.617,45.049,1.221
3795.896,47.137,1.216
3800.175,45.873,1.227
3804.454,49.576,1.287
3808.733,50.921,1.272
3813.013,52.797,1.305
3817.293,49.148,1.262
3821.574,58.017,1.366
3825.854,58.542,1.343
3830.135,62.460,1.390
3834.417,59.355,1.384
3838.698,62.926,1.412
3842.980,64.988,1.481
3847.263,72.520,1.522
3851.545,68.613,1.522
3855.828,83.713,1.665
3860.112,89.046,1.675
3864.395,95.824,1.757
3868.679,93.536,1.749
3872.963,97.648,1.804
3877.248,99.785,1.804
3881.533,99.399,1.822
3885.818,113.152,1.953
3890.103,127.127,2.057
3894.389,128.801,2.074
3898.675,135.683,2.122
3902.962,140.432,2.182
3907.249,147.220,2.250
3911.536,156.741,2.311
3915.823,151.216,2.266
3920.111,136.393,2.176
3924.399,146.506,2.237
3928.687,145.100,2.230
3932.975,144.379,2.226
3937.264,149.162,2.271
3941.554,162.063,2.359
3945.843,161.819,2.350
3950.133,183.730,2.496
3954.423,189.525,2.558
3958.713,185.743,2.581
3963.004,199.938,2.625
3967.295,203.241,2.667
3971.587,223.158,2.778
3975.878,230.883,2.820
3980.170,249.165,2.952
3984.463,294.168,3.183
3988.755,317.732,3.332
3993.048,357.463,3.537
3997.341,376.256,3.622
4001.635,383.996,3.665
4005.929,408.431,3.774
4010.223,423.210,3.840
4014.517,438.453,3.912
4018.812,437.591,3.915
4023.107,449.553,3.965
4027.402,464.006,4.026
4031.698,469.075,4.064
4035.994,490.188,4.126
4040.290,479.473,4.099
4044.586,512.045,4.224
4048.883,510.073,4.219
4053.180,504.896,4.216
4057.478,502.918,4.207
4061.775,533.167,4.312
4066.073,537.761,4.334
4070.372,557.540,4.414
4074.670,578.457,4.483
4078.969,608.657,4.595
4083.268,609.627,4.622
4087.568,652.360,4.755
4091.868,643.597,4.752
4096.168,658.689,4.798
4100.468,661.431,4.816
4104.769,675.502,4.848
4109.070,687.624,4.905
4113.371,724.671,5.021
4117.673,746.219,5.092
4121.975,775.471,5.202
4126.277,778.116,5.211
4130.579,789.879,5.256
4134.882,792.554,5.243
4139.185,779.936,5.220
4143.488,803.293,5.299
4147.792,831.735,5.383
4152.096,836.058,5.407
4156.400,861.129,5.481
4160.704,876.404,5.530
4165.009,870.303,5.504
4169.314,870.279,5.525
4173.620,907.631,5.628
4177.925,882.400,5.557
4182.231,907.572,5.625
4186.537,900.411,5.602
4190.844,902.361,5.599
4195.151,898.864,5.622
4199.458,928.609,5.695
4203.765,930.742,5.699
4208.073,969.028,5.823
4212.381,988.016,5.888
4216.689,999.461,5.921
4220.997,1007.174,5.952
4225.306,1020.307,5.971
4229.615,1005.564,5.936
4233.925,1027.015,6.006
4238.234,1041.302,6.051
4242.544,1067.628,6.123
4246.854,1085.019,6.169
4251.165,1098.805,6.210
4255.476,1089.490,6.191
4259.787,1093.842,6.195
4264.098,1121.155,6.276
4268.409,1114.013,6.258
4272.721,1094.044,6.214
4277.034,1122.643,6.285
4281.346,1114.552,6.274
4285.659,1123.863,6.306
4289.972,1094.478,6.221
4294.285,1067.487,6.143
4298.599,1001.592,5.974
4302.912,999.749,5.948
4307.227,993.528,5.956
4311.541,1086.269,6.212
4315.856,1170.622,6.460
4320.171,1280.031,6.736
4324.486,1347.701,6.899
4328.801,1306.711,6.822
4333.117,1307.177,6.815
4337.433,1325.825,6.864
4341.749,1306.854,6.839
4346.066,1309.646,6.857
4350.383,1377.343,7.072
4354.700,1467.001,7.271
4359.017,1469.382,7.322
4363.335,1524.978,7.428
4367.653,1622.435,7.645
4371.971,1532.145,7.425
4376.290,1438.954,7.215
4380.609,1406.721,7.122
4384.928,1406.411,7.149
4389.247,1432.611,7.200
4393.566,1530.239,7.430
4397.886,1554.273,7.508
4402.206,1435.015,7.248
4406.527,1422.967,7.225
4410.847,1432.391,7.276
4415.168,1667.433,7.781
4419.490,1736.587,7.951
4423.811,1833.633,8.154
4428.133,1935.801,8.366
4432.455,1995.667,8.500
4436.777,1996.186,8.506
4441.100,2065.188,8.629
4445.422,2096.222,8.709
4449.745,2116.330,8.746
4454.069,2069.485,8.677
4458.392,2090.185,8.704
4462.716,2092.364,8.719
4467.040,2162.382,8.859
4471.365,2223.350,8.978
4475.689,2247.614,9.027
4480.014,2236.353,9.012
4484.339,2284.779,9.110
4488.665,2360.285,9.255
4492.990,2326.612,9.197
4497.316,2370.507,9.273
4501.643,2517.316,9.547
4505.969,2464.591,9.458
4510.296,2452.654,9.434
4514.623,2441.469,9.401
4518.950,2415.896,9.355
4523.278,2349.504,9.212
4527.605,2340.591,9.203
4531.933,2309.732,9.143
4536.262,2415.286,9.336
4540.590,2390.280,9.305
4544.919,2421.077,9.350
4549.248,2483.496,9.451
4553.577,2483.948,9.448
4557.907,2504.414,9.484
4562.237,2550.519,9.565
4566.567,2546.546,9.545
4570.897,2597.598,9.634
4575.228,2583.618,9.616
4579.558,2477.555,9.429
4583.890,2453.103,9.366
4588.221,2444.092,9.341
4592.553,2386.010,9.246
4596.884,2465.753,9.386
4601.216,2513.146,9.469
4605.549,2647.644,9.690
4609.881,2758.565,9.880
4614.214,2888.715,10.106
4618.547,2874.024,10.078
4622.881,2967.747,10.225
4627.214,2936.148,10.182
4631.548,2964.563,10.224
4635.882,2938.749,10.170
4640.217,2948.305,10.189
4644.551,2968.317,10.212
4648.886,2969.180,10.221
4653.221,2895.763,10.103
4657.556,2947.119,10.186
4661.892,2957.408,10.198
4666.228,2969.388,10.214
4670.564,2979.804,10.233
4674.900,3091.260,10.419
4679.237,3046.025,10.340
4683.574,3082.787,10.398
4687.911,3134.402,10.472
4692.248,3071.850,10.376
4696.586,3075.021,10.382
4700.923,3088.669,10.399
4705.261,3057.850,10.343
4709.600,3158.508,10.504
4713.938,3223.922,10.612
4718.277,3270.174,10.687
4722.616,3307.838,10.741
4726.955,3313.179,10.758
4731.295,3285.179,10.709
4735.634,3257.696,10.674
4739.974,3327.814,10.779
4744.315,3312.196,10.750
4748.655,3314.494,10.756
4752.996,3281.939,10.691
4757.337,3230.571,10.610
4761.678,3280.970,10.681
4766.019,3270.993,10.689
4770.361,3307.703,10.734
4774.703,3359.046,10.826
4779.045,3254.437,10.668
4783.387,3253.336,10.655
4787.730,3270.310,10.678
4792.073,3208.097,10.592
4796.416,3209.856,10.595
4800.759,3189.944,10.560
4805.102,3111.408,10.431
4809.446,3118.981,10.445
4813.790,3093.428,10.404
4818.134,3054.763,10.350
4822.479,2999.088,10.258
4826.823,2985.300,10.241
4831.168,2890.615,10.080
4835.514,2791.874,9.912
4839.859,2642.624,9.648
4844.205,2418.452,9.257
4848.550,2254.363,8.963
4852.896,2119.621,8.679
4857.243,2094.404,8.631
4861.589,2215.624,8.849
4865.936,2427.443,9.252
4870.283,2688.874,9.737
4874.630,2945.218,10.176
4878.978,3196.561,10.567
4883.325,3315.340,10.758
4887.673,3413.443,10.913
4892.021,3510.669,11.060
4896.370,3614.445,11.223
4900.718,3665.820,11.302
4905.067,3655.614,11.281
4909.416,3574.551,11.158
4913.765,3566.010,11.152
4918.115,3533.652,11.106
4922.465,3554.212,11.142
4926.815,3616.749,11.239
4931.165,3640.276,11.267
4935.515,3654.953,11.285
4939.866,3688.280,11.334
4944.217,3704.701,11.362
4948.568,3790.606,11.491
4952.919,3813.654,11.519
4957.270,3734.099,11.404
4961.622,3820.745,11.533
4965.974,3842.135,11.573
4970.326,3856.462,11.595
4974.678,3816.339,11.542
4979.031,3790.313,11.492
4983.384,3752.444,11.441
4987.737,3803.511,11.521
4992.090,3800.447,11.526
4996.444,3739.897,11.422
5000.797,3671.838,11.326
5005.151,3661.214,11.305
5009.505,3634.254,11.270
5013.860,3632.629,11.270
5018.214,3608.263,11.223
5022.569,3559.138,11.163
5026.924,3676.860,11.343
5031.279,3627.876,11.266
5035.635,3554.323,11.161
5039.990,3526.309,11.123
5044.346,3534.240,11.139
5048.702,3523.870,11.127
5053.058,3572.035,11.203
5057.415,3589.666,11.234
5061.772,3508.683,11.111
5066.128,3396.227,10.958
5070.486,3307.362,10.805
5074.843,3235.736,10.706
5079.200,3173.140,10.605
5083.558,3149.433,10.580
5087.916,3147.814,10.571
5092.274,3112.062,10.518
5096.633,3036.991,10.395
5100.991,3116.800,10.524
5105.350,3187.567,10.624
5109.709,3331.131,10.860
5114.068,3491.893,11.096
5118.428,3637.877,11.318
5122.787,3669.538,11.374
5127.147,3767.827,11.505
5131.507,3890.591,11.677
5135.867,3911.854,11.703
5140.228,3934.906,11.748
5144.589,4018.192,11.859
5148.949,4024.475,11.882
5153.310,4049.592,11.915
5157.672,3962.563,11.779
5162.033,3770.270,11.503
5166.395,3641.493,11.308
5170.757,3605.614,11.239
5175.119,3609.452,11.256
5179.481,3681.607,11.380
5183.844,3639.652,11.322
5188.206,3677.623,11.373
5192.569,3729.329,11.470
5196.932,3738.258,11.479
5201.296,3698.496,11.416
5205.659,3669.645,11.384
5210.023,3699.116,11.425
5214.387,3708.503,11.453
5218.751,3704.110,11.428
5223.115,3712.114,11.450
5227.480,3681.128,11.411
5231.844,3769.983,11.537
5236.209,3891.831,11.721
5240.574,3982.896,11.841
5244.939,4058.365,11.944
5249.305,4065.741,11.947
5253.671,4011.907,11.879
5258.037,3996.237,11.844
5262.403,3910.797,11.723
5266.769,3861.572,11.659
5271.135,3904.464,11.732
5275.502,4082.651,11.974
5279.869,4148.877,12.088
5284.236,4190.343,12.144
5288.603,4236.775,12.210
5292.970,4219.349,12.183
5297.338,4168.548,12.105
5301.706,4077.673,11.984
5306.074,4121.586,12.042
5310.442,4068.525,11.978
5314.810,3938.143,11.783
5319.179,3777.737,11.544
5323.548,3594.476,11.281
5327.917,3531.682,11.193
5332.286,3473.984,11.106
5336.655,3499.377,11.153
5341.025,3420.682,11.045
5345.394,3381.082,10.989
5349.764,3278.787,10.846
5354.134,3243.883,10.784
5358.505,3087.944,10.548
5362.875,2895.164,10.219
5367.246,2755.649,9.990
5371.616,2669.043,9.837
5375.988,2579.343,9.694
5380.359,2531.854,9.616
5384.730,2358.697,9.299
5389.102,2309.846,9.208
5393.473,2212.683,9.034
5397.845,2043.609,8.723
5402.217,1974.013,8.583
5406.590,1906.829,8.473
5410.962,1779.334,8.212
5415.335,1785.485,8.234
5419.708,1729.729,8.135
5424.081,1689.128,8.033
5428.454,1701.861,8.066
5432.827,1739.179,8.147
5437.201,1806.563,8.278
5441.575,2002.143,8.679
5445.949,2185.917,9.044
5450.323,2431.071,9.495
5454.697,2657.178,9.900
5459.071,2885.255,10.285
5463.446,3110.410,10.635
5467.821,3335.197,10.943
5472.196,3573.652,11.297
5476.571,3739.043,11.542
5480.946,3918.335,11.782
5485.322,4097.229,12.033
5489.698,4157.153,12.112
5494.074,4230.632,12.218
5498.450,4246.225,12.232
5502.826,4328.076,12.356
5507.202,4279.413,12.293
5511.579,4280.952,12.283
5515.956,4314.063,12.335
5520.332,4341.239,12.364
5524.710,4261.092,12.256
5529.087,4155.182,12.110
5533.464,4170.797,12.137
5537.842,4107.568,12.053
5542.220,4100.311,12.031
5546.598,4084.120,12.024
5550.976,4031.064,11.935
5555.354,3993.186,11.890
5559.733,3898.817,11.767
5564.111,3936.476,11.816
5568.490,3872.175,11.729
5572.869,3934.289,11.825
5577.248,3957.511,11.842
5581.627,3904.800,11.774
5586.007,3901.083,11.759
5590.387,3877.358,11.717
5594.766,3883.350,11.715
5599.146,3980.133,11.867
5603.527,4051.026,11.960
5607.907,4043.163,11.959
5612.287,4033.610,11.946
5616.668,3969.398,11.851
5621.049,3990.148,11.887
5625.430,3983.134,11.881
5629.811,3989.456,11.881
5634.192,3937.877,11.814
5638.574,3847.742,11.688
5642.955,3803.570,11.621
5647.337,3741.680,11.534
5651.719,3678.772,11.431
5656.101,3532.652,11.211
5660.483,3471.150,11.134
5664.866,3446.618,11.102
5669.248,3347.836,10.971
5673.631,3309.406,10.910
5678.014,3275.803,10.847
5682.397,3175.238,10.704
5686.780,3158.469,10.652
5691.164,3056.988,10.518
5695.547,3033.158,10.470
5699.931,2995.894,10.407
5704.315,2892.519,10.233
5708.699,2813.643,10.103
5713.083,2822.457,10.117
5717.467,2814.080,10.102
5721.852,2732.031,9.978
5726.237,2724.129,9.951
5730.621,2652.494,9.820
5735.006,2484.449,9.546
5739.392,2395.961,9.384
5743.777,2306.201,9.216
5748.162,2313.001,9.224
5752.548,2230.159,9.088
5756.934,2220.782,9.075
5761.319,2243.636,9.123
5765.705,2268.127,9.164
5770.092,2270.838,9.160
5774.478,2313.054,9.239
5778.864,2338.546,9.286
5783.251,2406.254,9.409
5787.638,2483.941,9.541
5792.025,2648.217,9.836
5796.412,2808.732,10.098
5800.799,2949.187,10.323
5805.187,3078.930,10.525
5809.574,3190.071,10.702
5813.962,3303.328,10.882
5818.350,3399.679,11.031
5822.738,3492.533,11.163
5827.126,3584.610,11.315
5831.514,3715.674,11.490
5835.902,3740.595,11.539
5840.291,3805.021,11.626
5844.680,3819.388,11.653
5849.069,3846.670,11.686
5853.458,3778.508,11.593
5857.847,3807.292,11.630
5862.236,3826.061,11.656
5866.626,3866.801,11.730
5871.015,3833.436,11.669
5875.405,3823.585,11.672
5879.795,3799.137,11.623
5884.185,3579.588,11.302
5888.575,3536.361,11.219
5892.965,3396.060,11.022
5897.356,3325.633,10.904
5901.746,3282.242,10.836
5906.137,3254.937,10.814
5910.528,3199.815,10.706
5914.919,3142.118,10.636
5919.310,3054.839,10.489
5923.701,2941.483,10.301
5928.093,2858.731,10.177
5932.484,2738.369,9.964
5936.876,2592.743,9.718
5941.268,2513.884,9.574
5945.660,2368.377,9.329
5950.052,2297.295,9.187
5954.444,2284.918,9.177
5958.836,2227.220,9.051
5963.229,2264.431,9.129
5967.622,2225.274,9.064
5972.014,2256.443,9.099
5976.407,2199.074,9.008
5980.800,2271.714,9.116
5985.193,2251.421,9.086
5989.587,2317.956,9.205
5993.980,2357.899,9.274
5998.374,2414.300,9.387
6002.768,2478.281,9.487
6007.161,2473.617,9.481
6011.555,2543.274,9.597
6015.949,2557.109,9.617
6020.344,2622.176,9.729
6024.738,2705.855,9.868
6029.133,2788.079,10.016
6033.527,2843.414,10.103
6037.922,2827.260,10.081
6042.317,2810.649,10.039
6046.712,2776.190,9.999
6051.107,2711.910,9.874
6055.502,2658.137,9.783
6059.898,2537.722,9.579
6064.293,2425.175,9.390
6068.689,2283.401,9.127
6073.085,2208.644,8.986
6077.481,2049.476,8.675
6081.877,1946.832,8.488
6086.273,1884.848,8.372
6090.669,1776.037,8.137
6095.065,1768.078,8.135
6099.462,1750.281,8.095
6103.859,1614.751,7.819
6108.255,1578.717,7.766
6112.652,1349.105,7.245
6117.049,1222.225,6.947
6121.447,1108.923,6.664
6125.844,1036.335,6.460
6130.241,935.812,6.188
6134.639,880.167,6.035
6139.036,812.517,5.857
6143.434,804.188,5.800
6147.832,770.918,5.734
6152.230,757.339,5.662
6156.628,771.383,5.718
6161.026,701.142,5.504
6165.425,691.047,5.472
6169.823,661.873,5.386
6174.222,659.523,5.376
6178.620,614.091,5.228
6183.019,603.633,5.198
6187.418,582.798,5.147
6191.817,573.536,5.139
6196.216,590.763,5.159
6200.616,590.601,5.165
6205.015,588.767,5.166
6209.415,620.644,5.235
6213.814,625.663,5.272
6218.214,648.351,5.331
6222.614,672.488,5.405
6227.014,706.298,5.521
6231.414,770.047,5.673
6235.814,806.262,5.794
6240.214,866.417,5.958
6244.615,927.335,6.126
6249.015,1039.989,6.425
6253.416,1085.382,6.539
6257.817,1159.449,6.730
6262.218,1242.334,6.950
6266.619,1436.720,7.401
6271.020,1627.778,7.805
6275.421,1760.153,8.070
6279.822,1861.462,8.272
6284.224,1903.139,8.360
6288.625,2057.030,8.663
6293.027,2173.609,8.877
6297.428,2165.279,8.866
6301.830,2272.549,9.062
6306.232,2308.060,9.123
6310.634,2359.396,9.221
6315.036,2378.791,9.257
6319.439,2384.634,9.270
6323.841,2431.101,9.358
6328.244,2506.137,9.483
6332.646,2474.832,9.433
6337.049,2456.019,9.399
6341.452,2430.294,9.340
