wave,inten,std
3420.660,1.857e+02,1.462e+01
3424.909,1.598e+02,1.473e+01
3429.159,2.035e+02,1.467e+01
3433.409,1.040e+02,1.460e+01
3437.659,1.595e+02,1.475e+01
3441.909,1.279e+02,1.481e+01
3446.160,2.028e+02,1.492e+01
3450.411,1.233e+02,1.476e+01
3454.663,1.344e+02,1.490e+01
3458.915,1.912e+02,1.478e+01
3463.167,1.741e+02,1.468e+01
3467.420,1.618e+02,1.470e+01
3471.673,1.384e+02,1.491e+01
3475.926,1.451e+02,1.497e+01
3480.180,1.621e+02,1.485e+01
3484.434,1.290e+02,1.464e+01
3488.688,1.855e+02,1.524e+01
3492.943,1.680e+02,1.462e+01
3497.198,9.824e+01,1.481e+01
3501.454,1.135e+02,1.496e+01
3505.709,9.477e+01,1.476e+01
3509.965,2.032e+02,1.503e+01
3514.222,2.125e+02,1.515e+01
3518.479,1.261e+02,1.488e+01
3522.736,1.379e+02,1.489e+01
3526.993,1.624e+02,1.501e+01
3531.251,1.850e+02,1.505e+01
3535.509,1.438e+02,1.522e+01
3539.768,2.039e+02,1.506e+01
3544.027,1.843e+02,1.508e+01
3548.286,1.649e+02,1.518e+01
3552.546,1.676e+02,1.498e+01
3556.806,1.482e+02,1.522e+01
3561.066,1.732e+02,1.528e+01
3565.326,1.685e+02,1.521e+01
3569.587,1.573e+02,1.487e+01
3573.849,1.837e+02,1.500e+01
3578.110,1.856e+02,1.510e+01
3582.372,2.740e+02,1.557e+01
3586.635,2.615e+02,1.530e+01
3590.897,2.157e+02,1.535e+01
3595.160,2.260e+02,1.534e+01
3599.423,2.160e+02,1.554e+01
3603.687,2.045e+02,1.521e+01
3607.951,2.405e+02,1.566e+01
3612.215,2.385e+02,1.560e+01
3616.480,2.591e+02,1.579e+01
3620.745,2.811e+02,1.585e+01
3625.010,2.074e+02,1.570e+01
3629.276,3.214e+02,1.590e+01
3633.542,2.990e+02,1.583e+01
3637.809,2.811e+02,1.602e+01
