x_pix,ap_summed,ap_std
430,13983.242054587065,48.57197894798036
431,13952.64459090068,48.521047871273026
432,14070.482271194565,48.72975983794402
433,13916.527320840361,48.469722313493
434,14162.063989003282,48.87892248620528
435,14137.808384598045,48.804821845091006
436,14071.037274156903,48.7254948913924
437,14318.51459934999,49.140527075792
438,14216.037431363764,48.98514475817968
439,14077.695389108294,48.75042380022959
440,14205.013471895452,48.94582727969611
441,14048.740796080709,48.68411657426348
442,14162.731137031687,48.8867877901397
443,14198.899280324045,48.95695458091409
444,14361.774133119354,49.23493737688592
445,14280.562427406354,49.095664957503686
446,14525.201233799411,49.500554817852304
447,14482.599155554357,49.435549593661555
448,14581.776598241462,49.602539664524805
449,14828.26287555755,50.00016518254822
450,14613.216323169787,49.68215027947452
451,14649.177580990246,49.72087352920091
452,14736.451787136923,49.854586316864356
453,14642.865017475759,49.692767165500925
454,14734.969371375575,49.84835989806806
455,14718.367410358556,49.80672358361261
456,14710.030798648128,49.80955325884821
457,14577.874745968593,49.59760281788626
458,14719.491595142912,49.81921546950603
459,14625.427165790143,49.67901167737637
460,14698.029713665526,49.795133584927896
461,14891.434562069278,50.12192564495587
462,14842.308112125591,50.03460832950813
463,14613.093170138533,49.6459553597068
464,14902.51656453368,50.14898586029293
465,14695.910463589222,49.836125923793254
466,14960.060507773238,50.26545997935239
467,14994.201366060914,50.28089333382368
468,15043.162271795738,50.390401715688455
469,14934.367126324745,50.21515280024571
470,15047.070161475342,50.42096450004007
471,15295.474730001013,50.85106374907537
472,15282.538352710138,50.80566656318994
473,15300.477368188273,50.844593343930114
474,15285.709798469978,50.799156228719085
475,15332.150426243521,50.85633682846532
476,15377.437902671023,50.935757893716506
477,15351.223508222769,50.88435814586131
478,15428.100006433173,51.00954775063204
479,15572.524915522981,51.24351641406196
480,15521.72501474899,51.15188445412921
481,15626.700911211336,51.33058619974954
482,15633.011968838475,51.34327702967675
483,15510.747559088124,51.14488980928865
484,15890.662618566967,51.77315497693318
485,15717.582264904087,51.47931719411491
486,15666.917122100145,51.402574505131184
487,15695.974975608668,51.44505277875091
488,15730.836048187974,51.510640295994385
489,15926.155570029956,51.82118565859917
490,15822.305380176964,51.63185507121128
491,15802.298279390781,51.6092323479946
492,16072.385914447548,52.04912925449006
493,15906.525267519719,51.78230015248136
494,16031.286773941772,51.99622169480927
495,16077.801888343893,52.06626394479178
496,16002.789244850943,51.93522209629595
497,15963.343200259917,51.90344081159435
498,16139.286168996492,52.16566284966655
499,16306.055718567279,52.426340433251475
500,15949.28429395821,51.862468275889285
501,16152.90931455265,52.19439447354156
502,16235.157369342516,52.31133687876069
503,16076.224642255213,52.07636750024576
504,16529.17634745373,52.77985904629506
505,16248.416109011489,52.3141459783374
506,16363.48084922846,52.51116133222794
507,16111.962875045872,52.11575419276204
508,15996.084260510726,51.920796948320394
509,16140.493546702093,52.15532070771332
510,16462.465527851342,52.65714943320895
511,16370.277933312127,52.535741904834794
512,16081.236483889397,52.055367580572636
513,16129.507616684064,52.13283444746349
514,16061.120400049329,52.0248856926115
515,16377.663000468603,52.53249976148257
516,16261.325645248262,52.34588138926667
517,16039.715671474432,52.001611345069534
518,16263.529081372764,52.35593065099804
519,16325.367639917918,52.45629876473979
520,16071.865384923738,52.04635142988147
521,16259.090882456192,52.36067436643291
522,16349.288551029009,52.500243569628395
523,16131.19465545529,52.14965688307432
524,16366.481543152322,52.52420858030988
525,16101.232182156346,52.1420745693301
526,15985.917251783809,51.912235939855115
527,15852.293352856692,51.726605017958114
528,16007.791065235542,51.93540060213075
529,15792.36503988466,51.60809520061988
530,16102.220319832226,52.07710169668161
531,15931.362019623739,51.81609035343576
532,15951.122343572048,51.8459884411615
533,15958.382957133004,51.86437172321816
534,16006.323630204855,51.92946007324662
535,15867.430777003174,51.72204542213737
536,15939.438633754506,51.83298026268441
537,15796.518035441288,51.573039712796714
538,16041.384895163597,51.98191949519035
539,15855.29320995368,51.67304484204661
540,16169.519365390173,52.194342275643216
541,16025.167082226908,51.9661039954492
542,16014.897821097728,51.96012727811075
543,15933.988294333203,51.85349254125013
544,15778.740719797463,51.57723453171004
545,15556.762934536171,51.21809675017415
546,15776.322086615413,51.56202384980957
547,15669.190931277328,51.40280511464278
548,15826.90211892277,51.64099608411335
549,15721.422045497513,51.480709625898896
550,15793.93528543263,51.59599275338624
551,15979.795151240194,51.89383005838025
552,16041.881810521234,51.99497756101369
553,16118.965861228091,52.08798196818884
554,16130.68510747976,52.13117336032835
555,16283.589580794034,52.371459596546664
556,16145.710350411167,52.16305547201179
557,16242.259118282956,52.30100867726418
558,16134.310484633808,52.14567061113174
559,16208.78802960208,52.262534740058356
560,16284.508173348657,52.386867533827846
561,16181.244532663492,52.22762010970522
562,16235.901540158557,52.311404594671366
563,16110.343105025922,52.10710733038544
564,16290.496236482983,52.38617604829145
565,16211.976206258063,52.26583978392973
566,16219.073313762303,52.27344791001679
567,16310.319407825356,52.41769233554379
568,16363.090655740698,52.5181683915996
569,16158.600406689535,52.18261453250901
570,15960.50262476201,51.869450769202324
571,15681.707154543741,51.41799839756229
572,15659.185255693325,51.376459834831685
573,15828.340338417001,51.66080625485609
574,16006.330816670068,51.93861787391695
575,16206.56803355187,52.27754849656219
576,16261.594371432218,52.36748814669904
577,16165.5388145524,52.190489058484594
578,15903.877497439966,51.78205086164803
579,16021.06759781589,51.97994511792683
580,16036.129885879423,51.987772098660535
581,16071.31806194228,52.03028575504567
582,16232.436644831812,52.30473131052403
583,15915.009494689504,51.800226548148345
584,15800.130023301661,51.598255952162624
585,15763.388725952847,51.549631146089695
586,15785.885702160682,51.565402219242024
587,15748.95384665402,51.493703053749954
588,15854.623159093733,51.66569903371255
589,15639.52781631545,51.31169388515286
590,15706.591015994934,51.4150845640587
591,15506.754964283877,51.11449538253769
592,15687.356665387779,51.41542999184321
593,15628.100883854268,51.29657912834719
594,15595.589417011639,51.245472106723724
595,15549.098201837935,51.1688530236421
596,15801.403902687154,51.58214355126112
597,15551.978371978146,51.17919085536722
598,15565.162550826737,51.1730639138594
599,15538.784718167655,51.1525063387472
600,15643.749749746,51.30354967765005
601,15486.878097076295,51.066212237570845
602,15551.486624522724,51.165084224882044
603,15587.784852820367,51.24174302225086
604,15383.317773904448,50.89869922654892
605,15338.995072443484,50.81020251678479
606,15415.39510799942,50.94233091664956
