wave,flux,error
5118.428,6.933e-12,2.157e-14
5122.787,6.949e-12,2.154e-14
5127.147,7.090e-12,2.165e-14
5131.507,7.275e-12,2.184e-14
5135.867,7.270e-12,2.175e-14
5140.228,7.268e-12,2.170e-14
5144.589,7.377e-12,2.177e-14
5148.949,7.345e-12,2.168e-14
5153.310,7.347e-12,2.162e-14
5157.672,7.147e-12,2.124e-14
5162.033,6.760e-12,2.063e-14
5166.395,6.492e-12,2.016e-14
5170.757,6.392e-12,1.992e-14
5175.119,6.362e-12,1.984e-14
5179.481,6.454e-12,1.995e-14
5183.844,6.345e-12,1.974e-14
5188.206,6.376e-12,1.972e-14
5192.569,6.431e-12,1.978e-14
5196.932,6.412e-12,1.969e-14
5201.296,6.311e-12,1.948e-14
5205.659,6.229e-12,1.932e-14
5210.023,6.247e-12,1.930e-14
5214.387,6.232e-12,1.925e-14
5218.751,6.194e-12,1.911e-14
5223.115,6.177e-12,1.905e-14
5227.480,6.097e-12,1.890e-14
5231.844,6.215e-12,1.902e-14
5236.209,6.387e-12,1.924e-14
5240.574,6.508e-12,1.935e-14
5244.939,6.602e-12,1.943e-14
5249.305,6.586e-12,1.935e-14
5253.671,6.472e-12,1.916e-14
5258.037,6.420e-12,1.903e-14
5262.403,6.258e-12,1.876e-14
5266.769,6.155e-12,1.858e-14
5271.135,6.200e-12,1.863e-14
5275.502,6.459e-12,1.894e-14
5279.869,6.540e-12,1.906e-14
5284.236,6.583e-12,1.908e-14
5288.603,6.633e-12,1.912e-14
5292.970,6.584e-12,1.901e-14
5297.338,6.484e-12,1.883e-14
5301.706,6.322e-12,1.858e-14
5306.074,6.371e-12,1.861e-14
5310.442,6.271e-12,1.846e-14
5314.810,6.053e-12,1.811e-14
5319.179,5.790e-12,1.769e-14
5323.548,5.493e-12,1.724e-14
5327.917,5.381e-12,1.706e-14
5332.286,5.277e-12,1.687e-14
5336.655,5.300e-12,1.689e-14
5341.025,5.164e-12,1.667e-14
5345.394,5.088e-12,1.654e-14
5349.764,4.917e-12,1.627e-14
5354.134,4.848e-12,1.612e-14
5358.505,4.599e-12,1.571e-14
5362.875,4.297e-12,1.517e-14
5367.246,4.075e-12,1.477e-14
5371.616,3.932e-12,1.449e-14
5375.988,3.785e-12,1.423e-14
5380.359,3.701e-12,1.406e-14
5384.730,3.435e-12,1.354e-14
5389.102,3.350e-12,1.335e-14
5393.473,3.196e-12,1.305e-14
5397.845,2.939e-12,1.255e-14
5402.217,2.827e-12,1.229e-14
5406.590,2.719e-12,1.208e-14
5410.962,2.526e-12,1.166e-14
5415.335,2.523e-12,1.164e-14
5419.708,2.434e-12,1.145e-14
5424.081,2.366e-12,1.125e-14
5428.454,2.374e-12,1.125e-14
5432.827,2.415e-12,1.131e-14
5437.201,2.498e-12,1.145e-14
5441.575,2.757e-12,1.195e-14
5445.949,2.998e-12,1.240e-14
5450.323,3.321e-12,1.297e-14
5454.697,3.615e-12,1.347e-14
5459.071,3.910e-12,1.394e-14
5463.446,4.198e-12,1.435e-14
5467.821,4.484e-12,1.471e-14
5472.196,4.786e-12,1.513e-14
5476.571,4.989e-12,1.540e-14
5480.946,5.209e-12,1.566e-14
5485.322,5.426e-12,1.594e-14
5489.698,5.486e-12,1.598e-14
5494.074,5.563e-12,1.606e-14
5498.450,5.563e-12,1.603e-14
5502.826,5.651e-12,1.613e-14
5507.202,5.568e-12,1.600e-14
5511.579,5.551e-12,1.593e-14
5515.956,5.576e-12,1.594e-14
5520.332,5.592e-12,1.593e-14
5524.710,5.471e-12,1.574e-14
5529.087,5.318e-12,1.550e-14
5533.464,5.321e-12,1.549e-14
5537.842,5.225e-12,1.533e-14
5542.220,5.200e-12,1.526e-14
5546.598,5.164e-12,1.520e-14
5550.976,5.081e-12,1.504e-14
5555.354,5.019e-12,1.494e-14
5559.733,4.887e-12,1.475e-14
5564.111,4.920e-12,1.477e-14
5568.490,4.826e-12,1.462e-14
5572.869,4.891e-12,1.470e-14
5577.248,4.906e-12,1.468e-14
5581.627,4.828e-12,1.456e-14
5586.007,4.812e-12,1.450e-14
5590.387,4.770e-12,1.442e-14
5594.766,4.766e-12,1.438e-14
5599.146,4.873e-12,1.453e-14
5603.527,4.948e-12,1.461e-14
5607.907,4.927e-12,1.457e-14
5612.287,4.905e-12,1.453e-14
5616.668,4.816e-12,1.438e-14
5621.049,4.831e-12,1.439e-14
5625.430,4.812e-12,1.435e-14
5629.811,4.809e-12,1.432e-14
5634.192,4.737e-12,1.421e-14
5638.574,4.619e-12,1.403e-14
5642.955,4.556e-12,1.392e-14
5647.337,4.472e-12,1.379e-14
5651.719,4.387e-12,1.363e-14
5656.101,4.204e-12,1.334e-14
5660.483,4.122e-12,1.322e-14
5664.866,4.084e-12,1.316e-14
5669.248,3.959e-12,1.297e-14
5673.631,3.905e-12,1.287e-14
5678.014,3.857e-12,1.277e-14
5682.397,3.730e-12,1.258e-14
5686.780,3.703e-12,1.249e-14
5691.164,3.576e-12,1.230e-14
5695.547,3.541e-12,1.222e-14
5699.931,3.490e-12,1.212e-14
5704.315,3.362e-12,1.189e-14
5708.699,3.263e-12,1.172e-14
5713.083,3.267e-12,1.171e-14
5717.467,3.250e-12,1.167e-14
5721.852,3.148e-12,1.150e-14
5726.237,3.133e-12,1.144e-14
5730.621,3.044e-12,1.127e-14
5735.006,2.845e-12,1.093e-14
5739.392,2.738e-12,1.072e-14
5743.777,2.629e-12,1.051e-14
5748.162,2.631e-12,1.049e-14
5752.548,2.532e-12,1.032e-14
5756.934,2.516e-12,1.028e-14
5761.319,2.536e-12,1.031e-14
5765.705,2.558e-12,1.034e-14
5770.092,2.556e-12,1.031e-14
5774.478,2.598e-12,1.038e-14
5778.864,2.621e-12,1.041e-14
5783.251,2.691e-12,1.052e-14
5787.638,2.772e-12,1.065e-14
5792.025,2.949e-12,1.095e-14
5796.412,3.121e-12,1.122e-14
5800.799,3.270e-12,1.145e-14
5805.187,3.406e-12,1.164e-14
5809.574,3.522e-12,1.181e-14
5813.962,3.639e-12,1.199e-14
5818.350,3.737e-12,1.213e-14
5822.738,3.831e-12,1.224e-14
5827.126,3.924e-12,1.238e-14
5831.514,4.058e-12,1.255e-14
5835.902,4.077e-12,1.258e-14
5840.291,4.139e-12,1.265e-14
5844.680,4.147e-12,1.265e-14
5849.069,4.168e-12,1.266e-14
5853.458,4.087e-12,1.254e-14
5857.847,4.111e-12,1.256e-14
5862.236,4.125e-12,1.257e-14
5866.626,4.162e-12,1.262e-14
5871.015,4.119e-12,1.254e-14
5875.405,4.103e-12,1.252e-14
5879.795,4.071e-12,1.245e-14
5884.185,3.830e-12,1.209e-14
5888.575,3.779e-12,1.199e-14
5892.965,3.625e-12,1.176e-14
5897.356,3.546e-12,1.163e-14
5901.746,3.496e-12,1.154e-14
5906.137,3.463e-12,1.151e-14
5910.528,3.401e-12,1.138e-14
5914.919,3.337e-12,1.129e-14
5919.310,3.241e-12,1.113e-14
5923.701,3.119e-12,1.092e-14
5928.093,3.029e-12,1.078e-14
5932.484,2.899e-12,1.055e-14
5936.876,2.744e-12,1.028e-14
5941.268,2.659e-12,1.013e-14
5945.660,2.504e-12,9.862e-15
5950.052,2.427e-12,9.706e-15
5954.444,2.413e-12,9.690e-15
5958.836,2.350e-12,9.551e-15
5963.229,2.388e-12,9.628e-15
5967.622,2.345e-12,9.553e-15
5972.014,2.376e-12,9.583e-15
5976.407,2.314e-12,9.480e-15
5980.800,2.389e-12,9.587e-15
5985.193,2.366e-12,9.548e-15
5989.587,2.434e-12,9.665e-15
5993.980,2.474e-12,9.729e-15
5998.374,2.530e-12,9.839e-15
6002.768,2.595e-12,9.935e-15
6007.161,2.588e-12,9.919e-15
6011.555,2.658e-12,1.003e-14
6015.949,2.670e-12,1.004e-14
6020.344,2.735e-12,1.015e-14
6024.738,2.819e-12,1.028e-14
6029.133,2.902e-12,1.042e-14
6033.527,2.956e-12,1.050e-14
6037.922,2.936e-12,1.047e-14
6042.317,2.915e-12,1.041e-14
6046.712,2.876e-12,1.036e-14
6051.107,2.806e-12,1.022e-14
6055.502,2.747e-12,1.011e-14
6059.898,2.620e-12,9.888e-15
6064.293,2.500e-12,9.681e-15
6068.689,2.351e-12,9.398e-15
6073.085,2.271e-12,9.241e-15
6077.481,2.105e-12,8.909e-15
6081.877,1.997e-12,8.706e-15
6086.273,1.931e-12,8.575e-15
6090.669,1.817e-12,8.323e-15
6095.065,1.806e-12,8.310e-15
6099.462,1.785e-12,8.258e-15
6103.859,1.645e-12,7.965e-15
6108.255,1.606e-12,7.900e-15
6112.652,1.370e-12,7.359e-15
6117.049,1.240e-12,7.047e-15
6121.447,1.123e-12,6.750e-15
6125.844,1.048e-12,6.533e-15
6130.241,9.450e-13,6.249e-15
6134.639,8.875e-13,6.085e-15
6139.036,8.180e-13,5.897e-15
6143.434,8.084e-13,5.830e-15
6147.832,7.738e-13,5.755e-15
6152.230,7.590e-13,5.674e-15
6156.628,7.719e-13,5.722e-15
6161.026,7.005e-13,5.499e-15
6165.425,6.895e-13,5.460e-15
6169.823,6.594e-13,5.366e-15
6174.222,6.562e-13,5.349e-15
6178.620,6.102e-13,5.195e-15
6183.019,5.990e-13,5.158e-15
6187.418,5.776e-13,5.102e-15
6191.817,5.678e-13,5.087e-15
6196.216,5.842e-13,5.101e-15
6200.616,5.833e-13,5.101e-15
6205.015,5.809e-13,5.097e-15
6209.415,6.117e-13,5.160e-15
6213.814,6.160e-13,5.191e-15
6218.214,6.377e-13,5.244e-15
6222.614,6.609e-13,5.312e-15
6227.014,6.935e-13,5.421e-15
6231.414,7.554e-13,5.565e-15
6235.814,7.903e-13,5.679e-15
6240.214,8.486e-13,5.835e-15
6244.615,9.076e-13,5.995e-15
6249.015,1.017e-12,6.284e-15
6253.416,1.061e-12,6.391e-15
6257.817,1.132e-12,6.573e-15
6262.218,1.212e-12,6.783e-15
6266.619,1.401e-12,7.218e-15
6271.020,1.587e-12,7.607e-15
6275.421,1.714e-12,7.860e-15
6279.822,1.812e-12,8.052e-15
6284.224,1.851e-12,8.132e-15
6288.625,2.000e-12,8.422e-15
6293.027,2.112e-12,8.625e-15
6297.428,2.103e-12,8.609e-15
6301.830,2.205e-12,8.794e-15
6306.232,2.239e-12,8.849e-15
6310.634,2.287e-12,8.939e-15
6315.036,2.305e-12,8.969e-15
6319.439,2.309e-12,8.977e-15
6323.841,2.353e-12,9.057e-15
6328.244,2.424e-12,9.173e-15
6332.646,2.393e-12,9.121e-15
6337.049,2.374e-12,9.083e-15
6341.452,2.348e-12,9.022e-15
6345.854,2.356e-12,9.038e-15
6350.257,2.291e-12,8.922e-15
6354.661,2.324e-12,8.974e-15
6359.064,2.270e-12,8.863e-15
6363.467,2.261e-12,8.851e-15
6367.870,2.166e-12,8.678e-15
6372.274,2.211e-12,8.749e-15
6376.678,2.172e-12,8.692e-15
6381.081,2.113e-12,8.580e-15
6385.485,2.046e-12,8.446e-15
6389.889,1.973e-12,8.302e-15
6394.293,1.962e-12,8.275e-15
6398.697,1.860e-12,8.065e-15
6403.101,1.827e-12,8.005e-15
6407.506,1.719e-12,7.783e-15
6411.910,1.704e-12,7.739e-15
6416.314,1.621e-12,7.563e-15
6420.719,1.610e-12,7.541e-15
6425.124,1.504e-12,7.327e-15
6429.528,1.551e-12,7.414e-15
6433.933,1.470e-12,7.236e-15
6438.338,1.539e-12,7.383e-15
6442.743,1.570e-12,7.444e-15
6447.149,1.556e-12,7.434e-15
6451.554,1.597e-12,7.515e-15
6455.959,1.534e-12,7.365e-15
6460.365,1.474e-12,7.236e-15
6464.770,1.513e-12,7.320e-15
6469.176,1.431e-12,7.140e-15
6473.581,1.470e-12,7.215e-15
6477.987,1.350e-12,6.943e-15
6482.393,1.303e-12,6.843e-15
6486.799,1.264e-12,6.727e-15
6491.205,1.199e-12,6.591e-15
6495.611,1.161e-12,6.484e-15
6500.018,1.151e-12,6.452e-15
6504.424,1.155e-12,6.477e-15
6508.831,1.151e-12,6.465e-15
6513.237,1.150e-12,6.462e-15
6517.644,1.154e-12,6.462e-15
6522.050,1.142e-12,6.446e-15
6526.457,1.123e-12,6.412e-15
6530.864,1.107e-12,6.347e-15
6535.271,1.072e-12,6.258e-15
6539.678,1.023e-12,6.124e-15
6544.085,9.693e-13,5.987e-15
6548.493,9.312e-13,5.885e-15
6552.900,8.713e-13,5.724e-15
6557.307,8.235e-13,5.554e-15
6561.715,7.791e-13,5.411e-15
6566.122,7.423e-13,5.287e-15
6570.530,7.442e-13,5.318e-15
6574.938,7.537e-13,5.365e-15
6579.346,7.751e-13,5.429e-15
6583.754,7.874e-13,5.464e-15
6588.161,7.774e-13,5.445e-15
6592.570,7.560e-13,5.386e-15
6596.978,7.410e-13,5.346e-15
6601.386,7.406e-13,5.334e-15
6605.794,7.438e-13,5.342e-15
6610.203,7.373e-13,5.314e-15
6614.611,7.169e-13,5.284e-15
6619.020,7.066e-13,5.241e-15
6623.428,6.894e-13,5.177e-15
6627.837,6.585e-13,5.081e-15
6632.246,6.395e-13,5.031e-15
6636.655,6.402e-13,4.996e-15
6641.064,6.296e-13,4.979e-15
6645.473,6.326e-13,4.989e-15
6649.882,6.265e-13,4.984e-15
6654.291,5.915e-13,4.882e-15
