x_pix,ap_summed,ap_std
0,233.83448113606482,33.26445612819293
1,163.1589334607295,32.117887998057576
2,184.0194285843917,32.51216771756834
3,222.7933279202995,32.8852078163864
4,191.11986244081507,32.65525009210015
5,129.2255879124022,32.186139733768414
6,150.73172056043728,33.728168645854204
7,49.870053301086344,31.393651686047576
8,144.75154010248792,32.831774175512315
9,174.94221558377973,32.67256771386827
10,140.29558287652998,32.22457254261056
11,80.02263269172178,32.44828017041885
12,83.08992388418696,33.20874718891029
13,184.4883073219401,33.8410801290581
14,99.9986147692788,33.00643452379521
15,180.33956283670565,32.684456496264715
16,138.33367253062266,33.72229130903679
17,250.36544482567112,33.08341552477219
18,42.606271715506274,32.9453835826941
19,120.98503443188015,33.17859015783084
20,46.21628315477345,32.271558031574564
21,117.2178310817509,33.15750152472053
22,259.269519522968,33.70930721793419
23,159.36178912265498,33.243292733856535
24,176.72856432042312,32.808186745627644
25,271.2937346079731,33.912109275328824
26,194.65120136291083,33.679909119396505
27,101.39445736688698,33.103824136695636
28,151.13579074606793,32.862672970205374
29,117.70570354688687,33.31531189008485
30,233.05817758811816,35.074487946139215
31,219.38711326086187,33.787087442549414
32,119.60734137833569,34.5912466005452
33,158.13615067809326,34.43772937959929
34,211.11127846131936,33.492304083595315
35,224.83406723036052,34.30465383232634
36,246.20102087691757,34.19247115691728
37,99.42026656255359,33.09144608140363
38,179.43023035462707,34.284861902071015
39,225.9981415428416,33.49659155866035
40,225.95684721190477,33.97583093666525
41,344.1560886966851,35.3178559380348
42,248.4992288531755,34.845007368332126
43,277.1397472953678,34.40786913238346
44,191.5021509106836,35.134691115719804
45,246.65256676626754,35.06214221651854
46,144.325730321611,35.22601012311795
47,245.77753629422352,35.84769210709257
48,188.44298808979443,35.60075984107857
49,386.4353754898619,35.979143115565954
50,356.4900149205941,36.224053432280385
51,307.6119588419572,36.2481882206153
52,210.01361286483515,35.53433414222127
53,163.29576712282002,35.02236597318058
54,316.4689758303758,35.682515509930056
55,411.70963947299947,36.55418411419761
56,307.9823931422917,35.64981776669428
57,431.9991305257819,37.45678017539369
58,490.3674396782078,37.64658044973085
59,522.5728206197219,36.99517661379512
60,488.2549559166593,38.09319083739301
61,385.3623885880351,38.26519516858134
62,414.770114218451,38.838586999743164
63,488.11804584321675,38.32498431336893
64,648.1995144676218,39.122274159275904
65,554.3818513190777,38.91032197483995
66,603.7407664750888,39.54167222149494
67,497.2531995351989,39.22000684387698
68,719.353292787284,40.388349001259336
69,708.0176699841812,41.37784871863098
70,769.806235326433,41.49981459364181
71,732.4512343390973,41.18806735631889
72,818.3173717284757,42.25366852386566
73,618.7890011704427,41.04800537443154
74,887.9474551049173,42.82941858653751
75,691.1204274228378,41.598242663787474
76,880.3879479030212,43.58373674651729
77,1021.3444384980162,44.78337061751677
78,882.1484259388741,44.157477364172934
79,1003.3154220492141,44.60675834730526
80,1154.4180426668613,46.00917569033308
81,1135.6867783947998,46.04944237555697
82,1326.452918710676,47.72983693027431
83,1411.90153986362,48.26732254193837
84,1390.7488892511515,48.4729649154599
85,1474.202961784222,50.11718617407404
86,1749.160829935009,51.89565589434615
87,1689.2388546959965,51.640022595484396
88,1786.2405267517229,51.87908257812627
89,1770.9130712962206,52.85052423008404
90,1810.5694054043456,52.88933176391759
91,1728.1918945682219,52.676193887408346
92,1750.5368611409058,52.76270327435414
93,1719.4113665954803,52.39582721166187
94,1859.4371840343638,53.40490421312175
95,1993.2258853488154,54.27817004927015
96,1826.2422764542725,53.823259416288785
97,1924.4655570911043,54.32457580235119
98,2089.029313688691,55.51343980185445
99,2135.4913473578285,55.73253497680636
100,2138.3184925216906,56.077223701409295
101,2458.287237839545,58.68516180183414
102,2574.195832890992,60.22019268737398
103,2584.1963396672313,60.908116224028575
104,2943.70783764424,63.273727492228936
105,3163.680690671845,64.05035460576946
106,3155.2346572298507,64.93521336041545
107,3277.757087313496,66.4597159804995
108,3631.722295411795,68.66868932905251
109,3495.385188316712,67.36205006301724
110,4086.9188694251084,71.20599994564876
111,4295.078994591212,72.86120416200819
112,4337.918346001613,73.63963439110888
113,4678.172232638492,76.0969869497049
114,4977.319283878368,77.7670425004974
115,5224.65616975721,78.70698698763252
116,5147.594843015732,79.16535226750543
117,4973.743056872963,77.37674969100847
118,4773.696063425743,76.41092356889008
119,4824.318597665375,76.4364733493071
120,5097.753652399524,77.88163905071613
121,4871.116993866784,77.09876275399503
122,5224.870701834373,78.66039358215352
123,5461.4217225162765,80.68666759024804
124,5997.369101802315,84.25665277446437
125,6578.728395815505,87.60402357353834
126,6621.159627162115,87.89942267235666
127,6758.6621588795615,88.95628047650885
128,7360.0789272044085,91.7200736820357
129,7735.440560509601,94.09281245996684
130,8057.09208470015,95.48635653793644
131,8498.40237164533,98.4061094830549
132,10359.012264987916,106.72203401752098
133,11334.226637443053,111.8479354211429
134,12952.760659048476,118.79367916863443
135,13740.706427722163,122.22780054498725
136,14717.291728109036,125.69920018872621
137,14841.654369336138,126.51420575007198
138,15447.86757339441,128.46469585179398
139,16535.060932501325,132.88755085221035
140,17010.706084463298,134.7305466336359
141,17434.459896303917,136.6585965353279
142,18197.17608119465,139.13501981178362
143,17815.793217377133,137.87402306735083
144,18925.07571571014,141.27396273449062
145,19101.154983977172,142.3319993975229
146,19292.265075228872,143.18210188645287
147,19833.05933322394,144.93972734356586
148,19784.571375467516,144.69650662828573
149,20540.825362714495,147.33065308979613
150,20345.783255435203,146.7694139841069
151,20884.550065918276,149.09797983212115
152,22208.18818652596,152.4581973996381
