wave,inten,std
3420.660,1.497e+01,2.053e+00
3424.909,1.008e+01,1.999e+00
3429.159,-2.389e+00,1.960e+00
3433.409,-3.546e+00,1.957e+00
3437.659,1.183e+01,2.025e+00
3441.909,-4.459e+00,1.940e+00
3446.160,1.115e+01,2.053e+00
3450.411,3.994e+00,1.962e+00
3454.663,1.512e+01,2.023e+00
3458.915,-3.366e+00,1.961e+00
3463.167,8.383e+00,2.000e+00
3467.420,-9.617e+00,1.919e+00
3471.673,1.951e+01,2.017e+00
3475.926,-2.668e+00,1.950e+00
3480.180,7.037e+00,2.024e+00
3484.434,-1.236e+00,1.939e+00
3488.688,1.294e+01,2.013e+00
3492.943,-5.886e+00,1.948e+00
3497.198,1.286e+01,2.064e+00
3501.454,1.744e+00,2.004e+00
3505.709,1.482e+01,2.057e+00
3509.965,-5.453e+00,1.952e+00
3514.222,1.572e+01,2.023e+00
3518.479,-1.273e+01,1.923e+00
3522.736,1.141e+01,2.026e+00
3526.993,-5.794e+00,1.953e+00
3531.251,2.343e+01,2.055e+00
3535.509,-7.621e+00,1.915e+00
3539.768,7.800e+00,1.998e+00
3544.027,-4.219e+00,1.965e+00
3548.286,2.409e+01,2.069e+00
3552.546,-1.461e+00,1.989e+00
3556.806,1.000e+01,2.021e+00
3561.066,9.034e-03,1.984e+00
3565.326,2.120e+00,1.985e+00
3569.587,2.325e+00,1.987e+00
3573.849,1.828e+01,2.031e+00
3578.110,9.939e+00,2.022e+00
3582.372,2.537e+01,2.059e+00
3586.635,5.295e+00,1.994e+00
3590.897,2.050e+01,2.081e+00
3595.160,2.794e+00,1.995e+00
3599.423,1.524e+01,2.080e+00
3603.687,1.338e+01,2.043e+00
3607.951,2.556e+01,2.152e+00
3612.215,5.726e+00,2.008e+00
3616.480,2.720e+01,2.147e+00
3620.745,1.984e+01,2.116e+00
3625.010,2.974e+01,2.153e+00
3629.276,1.500e+01,2.091e+00
3633.542,3.096e+01,2.193e+00
3637.809,2.910e+01,2.150e+00
3642.075,3.042e+01,2.185e+00
3646.342,2.107e+01,2.138e+00
3650.610,4.277e+01,2.279e+00
3654.877,3.937e+01,2.209e+00
3659.145,4.298e+01,2.295e+00
3663.414,3.215e+01,2.206e+00
3667.682,5.498e+01,2.337e+00
3671.951,4.650e+01,2.348e+00
3676.221,5.761e+01,2.368e+00
3680.490,3.564e+01,2.276e+00
3684.760,6.568e+01,2.393e+00
3689.031,5.619e+01,2.425e+00
3693.301,7.210e+01,2.473e+00
3697.572,4.845e+01,2.394e+00
3701.844,7.440e+01,2.511e+00
3706.115,6.237e+01,2.516e+00
3710.387,8.686e+01,2.574e+00
3714.660,6.740e+01,2.502e+00
3718.932,9.607e+01,2.607e+00
3723.205,6.771e+01,2.513e+00
3727.479,1.002e+02,2.675e+00
3731.752,8.906e+01,2.677e+00
3736.026,1.003e+02,2.707e+00
3740.301,1.025e+02,2.714e+00
3744.575,1.148e+02,2.749e+00
3748.850,1.148e+02,2.798e+00
3753.125,1.419e+02,2.876e+00
3757.401,1.430e+02,2.935e+00
3761.677,1.626e+02,3.052e+00
3765.953,1.628e+02,3.032e+00
3770.230,1.770e+02,3.120e+00
3774.507,1.768e+02,3.130e+00
3778.784,1.911e+02,3.195e+00
3783.061,1.951e+02,3.262e+00
3787.339,2.258e+02,3.362e+00
3791.617,2.210e+02,3.372e+00
3795.896,2.413e+02,3.442e+00
3800.175,2.353e+02,3.422e+00
3804.454,2.430e+02,3.421e+00
3808.733,2.432e+02,3.429e+00
3813.013,2.536e+02,3.511e+00
3817.293,2.562e+02,3.515e+00
3821.574,2.597e+02,3.539e+00
3825.854,2.709e+02,3.609e+00
3830.135,2.822e+02,3.646e+00
3834.417,2.907e+02,3.694e+00
3838.698,3.042e+02,3.741e+00
3842.980,3.064e+02,3.742e+00
3847.263,3.464e+02,3.918e+00
3851.545,3.600e+02,3.975e+00
3855.828,3.723e+02,4.059e+00
3860.112,3.974e+02,4.162e+00
3864.395,4.300e+02,4.280e+00
3868.679,4.367e+02,4.299e+00
3872.963,4.735e+02,4.422e+00
3877.248,4.874e+02,4.511e+00
3881.533,5.227e+02,4.605e+00
3885.818,5.445e+02,4.691e+00
3890.103,5.844e+02,4.832e+00
3894.389,6.139e+02,4.952e+00
3898.675,6.550e+02,5.056e+00
3902.962,6.831e+02,5.162e+00
3907.249,7.208e+02,5.298e+00
3911.536,7.172e+02,5.272e+00
3915.823,7.127e+02,5.239e+00
3920.111,6.894e+02,5.208e+00
3924.399,7.122e+02,5.257e+00
3928.687,6.983e+02,5.249e+00
3932.975,7.275e+02,5.306e+00
3937.264,7.170e+02,5.319e+00
3941.554,7.591e+02,5.427e+00
3945.843,7.805e+02,5.490e+00
3950.133,8.551e+02,5.700e+00
3954.423,8.865e+02,5.813e+00
3958.713,9.771e+02,6.046e+00
3963.004,9.897e+02,6.105e+00
3967.295,1.049e+03,6.238e+00
3971.587,1.056e+03,6.285e+00
3975.878,1.138e+03,6.493e+00
3980.170,1.243e+03,6.767e+00
3984.463,1.438e+03,7.208e+00
3988.755,1.611e+03,7.623e+00
3993.048,1.735e+03,7.881e+00
3997.341,1.806e+03,8.023e+00
4001.635,1.885e+03,8.184e+00
4005.929,1.937e+03,8.304e+00
4010.223,2.048e+03,8.518e+00
4014.517,2.065e+03,8.557e+00
4018.812,2.177e+03,8.753e+00
4023.107,2.206e+03,8.830e+00
4027.402,2.232e+03,8.866e+00
4031.698,2.293e+03,8.991e+00
4035.994,2.373e+03,9.125e+00
4040.290,2.351e+03,9.106e+00
4044.586,2.429e+03,9.249e+00
4048.883,2.430e+03,9.251e+00
4053.180,2.488e+03,9.350e+00
4057.478,2.519e+03,9.409e+00
4061.775,2.570e+03,9.485e+00
4066.073,2.591e+03,9.519e+00
4070.372,2.708e+03,9.726e+00
4074.670,2.760e+03,9.832e+00
4078.969,2.893e+03,1.005e+01
4083.268,2.971e+03,1.017e+01
4087.568,3.016e+03,1.025e+01
4091.868,3.097e+03,1.038e+01
4096.168,3.200e+03,1.054e+01
4100.468,3.211e+03,1.056e+01
4104.769,3.207e+03,1.055e+01
4109.070,3.307e+03,1.072e+01
4113.371,3.485e+03,1.098e+01
4117.673,3.633e+03,1.121e+01
4121.975,3.689e+03,1.129e+01
4126.277,3.736e+03,1.137e+01
4130.579,3.773e+03,1.142e+01
4134.882,3.779e+03,1.142e+01
4139.185,3.911e+03,1.161e+01
4143.488,3.925e+03,1.164e+01
4147.792,4.014e+03,1.176e+01
4152.096,4.049e+03,1.182e+01
4156.400,4.155e+03,1.197e+01
4160.704,4.128e+03,1.193e+01
4165.009,4.208e+03,1.204e+01
4169.314,4.282e+03,1.215e+01
4173.620,4.279e+03,1.214e+01
4177.925,4.246e+03,1.209e+01
4182.231,4.317e+03,1.219e+01
4186.537,4.380e+03,1.227e+01
4190.844,4.407e+03,1.230e+01
4195.151,4.493e+03,1.244e+01
4199.458,4.553e+03,1.251e+01
4203.765,4.647e+03,1.265e+01
4208.073,4.732e+03,1.275e+01
4212.381,4.822e+03,1.288e+01
4216.689,4.919e+03,1.300e+01
4220.997,4.832e+03,1.290e+01
4225.306,4.871e+03,1.293e+01
4229.615,4.877e+03,1.295e+01
4233.925,4.975e+03,1.307e+01
4238.234,5.074e+03,1.320e+01
4242.544,5.151e+03,1.329e+01
4246.854,5.203e+03,1.336e+01
4251.165,5.234e+03,1.340e+01
4255.476,5.311e+03,1.350e+01
4259.787,5.301e+03,1.349e+01
4264.098,5.400e+03,1.362e+01
4268.409,5.378e+03,1.358e+01
4272.721,5.364e+03,1.357e+01
4277.034,5.385e+03,1.357e+01
4281.346,5.395e+03,1.361e+01
4285.659,5.371e+03,1.358e+01
4289.972,5.149e+03,1.331e+01
4294.285,5.061e+03,1.320e+01
4298.599,4.808e+03,1.289e+01
4302.912,4.786e+03,1.284e+01
4307.227,4.939e+03,1.306e+01
4311.541,5.412e+03,1.364e+01
4315.856,5.908e+03,1.423e+01
4320.171,6.379e+03,1.478e+01
4324.486,6.529e+03,1.495e+01
4328.801,6.365e+03,1.478e+01
4333.117,6.465e+03,1.488e+01
4337.433,6.474e+03,1.488e+01
4341.749,6.409e+03,1.483e+01
4346.066,6.756e+03,1.521e+01
4350.383,7.148e+03,1.564e+01
4354.700,7.506e+03,1.603e+01
4359.017,7.630e+03,1.617e+01
4363.335,7.792e+03,1.632e+01
4367.653,7.708e+03,1.624e+01
4371.971,7.600e+03,1.612e+01
4376.290,7.410e+03,1.593e+01
4380.609,7.379e+03,1.588e+01
4384.928,7.372e+03,1.588e+01
4389.247,7.514e+03,1.603e+01
4393.566,7.786e+03,1.632e+01
4397.886,7.833e+03,1.637e+01
4402.206,7.640e+03,1.618e+01
4406.527,7.795e+03,1.635e+01
4410.847,8.032e+03,1.659e+01
4415.168,8.476e+03,1.703e+01
4419.490,8.850e+03,1.740e+01
4423.811,9.184e+03,1.771e+01
4428.133,9.514e+03,1.803e+01
4432.455,9.660e+03,1.816e+01
4436.777,9.793e+03,1.829e+01
4441.100,9.910e+03,1.840e+01
4445.422,9.948e+03,1.842e+01
4449.745,1.001e+04,1.848e+01
4454.069,9.805e+03,1.831e+01
4458.392,9.825e+03,1.832e+01
4462.716,1.020e+04,1.867e+01
4467.040,1.061e+04,1.903e+01
4471.365,1.072e+04,1.914e+01
4475.689,1.094e+04,1.933e+01
4480.014,1.102e+04,1.940e+01
4484.339,1.103e+04,1.940e+01
4488.665,1.144e+04,1.976e+01
4492.990,1.168e+04,1.996e+01
4497.316,1.186e+04,2.011e+01
4501.643,1.212e+04,2.033e+01
4505.969,1.225e+04,2.044e+01
4510.296,1.227e+04,2.044e+01
4514.623,1.202e+04,2.025e+01
4518.950,1.194e+04,2.018e+01
4523.278,1.160e+04,1.990e+01
4527.605,1.142e+04,1.973e+01
4531.933,1.167e+04,1.994e+01
4536.262,1.199e+04,2.021e+01
4540.590,1.218e+04,2.036e+01
4544.919,1.219e+04,2.036e+01
4549.248,1.237e+04,2.052e+01
4553.577,1.237e+04,2.051e+01
4557.907,1.271e+04,2.079e+01
4562.237,1.268e+04,2.076e+01
4566.567,1.283e+04,2.089e+01
4570.897,1.229e+04,2.045e+01
4575.228,1.332e+04,2.126e+01
4579.558,1.392e+04,2.172e+01
4583.890,1.260e+04,2.070e+01
4588.221,1.253e+04,2.063e+01
4592.553,1.308e+04,2.107e+01
4596.884,1.297e+04,2.098e+01
4601.216,1.333e+04,2.127e+01
4605.549,1.388e+04,2.169e+01
4609.881,1.415e+04,2.190e+01
4614.214,1.443e+04,2.210e+01
4618.547,1.473e+04,2.233e+01
4622.881,1.484e+04,2.240e+01
4627.214,1.491e+04,2.247e+01
4631.548,1.481e+04,2.239e+01
4635.882,1.468e+04,2.230e+01
4640.217,1.480e+04,2.238e+01
4644.551,1.468e+04,2.229e+01
4648.886,1.488e+04,2.243e+01
4653.221,1.496e+04,2.249e+01
4657.556,1.490e+04,2.244e+01
4661.892,1.499e+04,2.252e+01
4666.228,1.483e+04,2.240e+01
4670.564,1.514e+04,2.264e+01
4674.900,1.542e+04,2.283e+01
4679.237,1.551e+04,2.290e+01
4683.574,1.567e+04,2.301e+01
4687.911,1.579e+04,2.309e+01
4692.248,1.574e+04,2.305e+01
4696.586,1.560e+04,2.296e+01
4700.923,1.556e+04,2.293e+01
4705.261,1.578e+04,2.309e+01
4709.600,1.617e+04,2.337e+01
4713.938,1.651e+04,2.360e+01
4718.277,1.670e+04,2.373e+01
4722.616,1.684e+04,2.384e+01
4726.955,1.677e+04,2.378e+01
4731.295,1.672e+04,2.376e+01
4735.634,1.691e+04,2.388e+01
4739.974,1.699e+04,2.394e+01
4744.315,1.702e+04,2.396e+01
4748.655,1.702e+04,2.396e+01
4752.996,1.692e+04,2.389e+01
4757.337,1.692e+04,2.389e+01
4761.678,1.699e+04,2.393e+01
4766.019,1.718e+04,2.407e+01
4770.361,1.731e+04,2.415e+01
4774.703,1.770e+04,2.443e+01
4779.045,1.725e+04,2.411e+01
4783.387,1.724e+04,2.411e+01
4787.730,1.716e+04,2.405e+01
4792.073,1.712e+04,2.403e+01
4796.416,1.717e+04,2.406e+01
4800.759,1.699e+04,2.394e+01
4805.102,1.692e+04,2.389e+01
4809.446,1.692e+04,2.389e+01
4813.790,1.681e+04,2.381e+01
4818.134,1.666e+04,2.371e+01
4822.479,1.652e+04,2.361e+01
4826.823,1.629e+04,2.345e+01
4831.168,1.591e+04,2.317e+01
4835.514,1.521e+04,2.267e+01
4839.859,1.453e+04,2.215e+01
4844.205,1.361e+04,2.146e+01
4848.550,1.281e+04,2.082e+01
4852.896,1.231e+04,2.041e+01
4857.243,1.217e+04,2.030e+01
4861.589,1.307e+04,2.104e+01
4865.936,1.454e+04,2.216e+01
4870.283,1.571e+04,2.304e+01
4874.630,1.667e+04,2.371e+01
4878.978,1.735e+04,2.420e+01
4883.325,1.776e+04,2.447e+01
4887.673,1.826e+04,2.481e+01
4892.021,1.890e+04,2.523e+01
4896.370,1.927e+04,2.548e+01
4900.718,1.933e+04,2.551e+01
4905.067,1.914e+04,2.540e+01
4909.416,1.876e+04,2.514e+01
4913.765,1.876e+04,2.515e+01
4918.115,1.869e+04,2.509e+01
4922.465,1.899e+04,2.530e+01
4926.815,1.939e+04,2.556e+01
4931.165,1.921e+04,2.545e+01
4935.515,1.939e+04,2.556e+01
4939.866,1.959e+04,2.569e+01
4944.217,1.977e+04,2.580e+01
4948.568,1.985e+04,2.586e+01
4952.919,1.983e+04,2.584e+01
4957.270,2.018e+04,2.607e+01
4961.622,2.026e+04,2.613e+01
4965.974,2.040e+04,2.622e+01
4970.326,2.028e+04,2.614e+01
4974.678,2.014e+04,2.606e+01
4979.031,1.980e+04,2.583e+01
4983.384,1.995e+04,2.593e+01
4987.737,2.016e+04,2.606e+01
4992.090,2.007e+04,2.600e+01
4996.444,1.974e+04,2.579e+01
5000.797,1.952e+04,2.566e+01
5005.151,1.930e+04,2.551e+01
5009.505,1.940e+04,2.557e+01
5013.860,1.942e+04,2.559e+01
5018.214,1.956e+04,2.568e+01
5022.569,1.979e+04,2.583e+01
5026.924,1.993e+04,2.592e+01
5031.279,1.982e+04,2.585e+01
5035.635,1.952e+04,2.566e+01
5039.990,1.954e+04,2.567e+01
5044.346,1.982e+04,2.585e+01
5048.702,1.995e+04,2.593e+01
5053.058,2.001e+04,2.598e+01
5057.415,2.017e+04,2.607e+01
5061.772,1.960e+04,2.571e+01
5066.128,1.923e+04,2.547e+01
5070.486,1.873e+04,2.514e+01
5074.843,1.853e+04,2.501e+01
5079.200,1.831e+04,2.487e+01
5083.558,1.836e+04,2.490e+01
5087.916,1.849e+04,2.499e+01
5092.274,1.830e+04,2.486e+01
5096.633,1.818e+04,2.478e+01
5100.991,1.832e+04,2.487e+01
5105.350,1.896e+04,2.530e+01
5109.709,1.952e+04,2.566e+01
5114.068,2.009e+04,2.603e+01
5118.428,2.043e+04,2.624e+01
5122.787,2.072e+04,2.643e+01
5127.147,2.092e+04,2.655e+01
5131.507,2.135e+04,2.682e+01
5135.867,2.150e+04,2.692e+01
5140.228,2.166e+04,2.702e+01
5144.589,2.209e+04,2.728e+01
5148.949,2.196e+04,2.720e+01
5153.310,2.175e+04,2.708e+01
5157.672,2.102e+04,2.662e+01
5162.033,2.016e+04,2.607e+01
5166.395,1.968e+04,2.577e+01
5170.757,1.980e+04,2.584e+01
5175.119,2.005e+04,2.601e+01
5179.481,2.039e+04,2.623e+01
5183.844,2.022e+04,2.612e+01
5188.206,2.076e+04,2.646e+01
5192.569,2.097e+04,2.660e+01
5196.932,2.109e+04,2.667e+01
5201.296,2.106e+04,2.664e+01
5205.659,2.102e+04,2.663e+01
5210.023,2.105e+04,2.665e+01
5214.387,2.114e+04,2.670e+01
5218.751,2.104e+04,2.664e+01
5223.115,2.114e+04,2.670e+01
5227.480,2.110e+04,2.668e+01
5231.844,2.169e+04,2.704e+01
5236.209,2.222e+04,2.737e+01
5240.574,2.251e+04,2.754e+01
5244.939,2.250e+04,2.754e+01
5249.305,2.254e+04,2.756e+01
5253.671,2.228e+04,2.740e+01
5258.037,2.182e+04,2.711e+01
5262.403,2.152e+04,2.694e+01
5266.769,2.150e+04,2.693e+01
5271.135,2.213e+04,2.731e+01
5275.502,2.277e+04,2.769e+01
5279.869,2.335e+04,2.804e+01
5284.236,2.356e+04,2.817e+01
5288.603,2.356e+04,2.817e+01
5292.970,2.339e+04,2.807e+01
5297.338,2.334e+04,2.805e+01
5301.706,2.346e+04,2.811e+01
5306.074,2.327e+04,2.800e+01
5310.442,2.284e+04,2.774e+01
5314.810,2.217e+04,2.733e+01
5319.179,2.137e+04,2.684e+01
5323.548,2.096e+04,2.659e+01
5327.917,2.071e+04,2.643e+01
5332.286,2.071e+04,2.642e+01
5336.655,2.073e+04,2.645e+01
5341.025,2.040e+04,2.623e+01
5345.394,2.018e+04,2.610e+01
5349.764,1.994e+04,2.595e+01
5354.134,1.938e+04,2.558e+01
5358.505,1.865e+04,2.510e+01
5362.875,1.792e+04,2.460e+01
5367.246,1.718e+04,2.410e+01
5371.616,1.675e+04,2.379e+01
5375.988,1.650e+04,2.362e+01
5380.359,1.603e+04,2.329e+01
5384.730,1.558e+04,2.297e+01
5389.102,1.501e+04,2.254e+01
5393.473,1.429e+04,2.201e+01
5397.845,1.372e+04,2.157e+01
5402.217,1.316e+04,2.114e+01
5406.590,1.258e+04,2.068e+01
5410.962,1.212e+04,2.032e+01
5415.335,1.186e+04,2.009e+01
5419.708,1.154e+04,1.983e+01
5424.081,1.155e+04,1.983e+01
5428.454,1.166e+04,1.992e+01
5432.827,1.232e+04,2.047e+01
5437.201,1.306e+04,2.107e+01
5441.575,1.420e+04,2.194e+01
5445.949,1.504e+04,2.259e+01
5450.323,1.629e+04,2.349e+01
5454.697,1.754e+04,2.437e+01
5459.071,1.883e+04,2.524e+01
5463.446,1.984e+04,2.589e+01
5467.821,2.072e+04,2.645e+01
5472.196,2.146e+04,2.690e+01
5476.571,2.232e+04,2.742e+01
5480.946,2.309e+04,2.789e+01
5485.322,2.351e+04,2.814e+01
5489.698,2.392e+04,2.838e+01
5494.074,2.411e+04,2.849e+01
5498.450,2.402e+04,2.844e+01
5502.826,2.428e+04,2.859e+01
5507.202,2.421e+04,2.855e+01
5511.579,2.444e+04,2.868e+01
5515.956,2.430e+04,2.860e+01
5520.332,2.412e+04,2.850e+01
5524.710,2.384e+04,2.833e+01
5529.087,2.382e+04,2.832e+01
5533.464,2.361e+04,2.820e+01
5537.842,2.362e+04,2.821e+01
5542.220,2.364e+04,2.821e+01
5546.598,2.350e+04,2.813e+01
5550.976,2.331e+04,2.802e+01
5555.354,2.307e+04,2.788e+01
5559.733,2.288e+04,2.777e+01
5564.111,2.283e+04,2.773e+01
5568.490,2.283e+04,2.773e+01
5572.869,2.284e+04,2.774e+01
5577.248,2.273e+04,2.767e+01
5581.627,2.294e+04,2.780e+01
5586.007,2.265e+04,2.763e+01
5590.387,2.292e+04,2.779e+01
5594.766,2.313e+04,2.792e+01
5599.146,2.348e+04,2.811e+01
5603.527,2.359e+04,2.819e+01
