x_pix,ap_summed,ap_std
0,1.2258760236186812,nan
1,-1.0598160592121306,nan
2,1.4088471203345496,nan
3,-2.3688247939176743,nan
4,-0.874082451760664,nan
5,0.1300925344707045,nan
6,4.541360439766149,nan
7,-1.1875265204218672,nan
8,3.8582160554332043,nan
9,2.3246212341602757,nan
10,6.6017971326713285,nan
11,-0.8119035088996268,nan
12,3.7793559614743537,nan
13,1.472665853067979,nan
14,2.7151712508015096,nan
15,-1.1782886304777707,nan
16,1.2117672994767799,nan
17,0.6631975657131389,nan
18,5.091581044283798,nan
19,2.5212775413489794,nan
20,1.2718037124319383,nan
21,4.104398979213081,nan
22,5.237488313229053,nan
23,-0.40844249392227366,nan
24,-0.16068816084237578,nan
25,0.7673433608430197,nan
26,1.719194255478058,nan
27,3.1659571450734583,nan
28,3.4182442034057923,nan
29,-0.003005770556733367,nan
30,-0.8239643973780428,nan
31,-1.1415099061219816,nan
32,2.9977358196231245,nan
33,0.14387847476858842,nan
34,3.1534148964659656,nan
35,2.216202221813696,nan
36,2.662826041568267,nan
37,-0.7331982196146632,nan
38,2.5340257754091557,nan
39,4.628306877238958,0.20504372494922635
40,2.954547251455231,nan
41,4.592366303008146,nan
42,4.427009528960105,nan
43,-0.1835750063209468,nan
44,3.651548296027149,nan
45,2.332496963619566,nan
46,2.4779403506098108,nan
47,8.262841975515169,0.22398045105960435
48,6.330911126621495,0.2596233479434881
49,3.7436570232101065,0.24757904355816257
50,11.129864646262932,0.36658948273329345
51,7.6462826899934715,0.12647506238894762
52,4.686854712221884,0.20227164502295153
53,3.628612409076885,nan
54,6.860032325621507,0.18437933285907934
55,5.330318838007063,0.1651604548601493
56,6.9725732311194415,0.39217538373382943
57,4.8698989803412855,nan
58,7.989994462489801,0.27257309044945083
59,9.228688732673215,0.4158848956977542
60,7.090661726612066,0.3341265955538922
61,11.640981138236988,0.4085890144872826
62,13.581672576352682,0.5928529425536341
63,12.868865358633945,0.4995649790149495
64,14.326485286575215,0.6705223692293284
65,16.699644175708006,0.5600461619802973
66,11.179295771547354,0.5805886440363788
67,12.755413861844419,0.5313530365234765
68,18.856921240353152,0.6636759843400541
69,16.131242378580268,0.6377468105616821
70,13.477409233950448,0.641059185689256
71,15.552461062873236,0.5794073344377701
72,19.230690094148958,0.6473351647870136
73,15.474640979440393,0.7080945073989998
74,15.277011172769788,0.6965231522543388
75,20.41416723441908,0.7240252683999688
76,21.72105788514258,0.7875624780220826
77,23.74278826591369,0.8096725486999224
78,22.194137449531386,0.8431210308211904
79,29.66873816852634,0.9341031463565762
80,32.892859698934146,0.9549896285985439
81,32.28410385832494,1.0027205156073211
82,35.109103097442,1.0831577228886364
83,36.270382329510426,1.0903243002614997
84,38.60599783893235,1.1146536062982872
85,38.05512182930784,1.1307989222993684
86,43.40334849352084,1.1668469247961362
87,45.04864078679137,1.2208186692730973
88,47.13685613839978,1.216216091869693
89,45.8734568838912,1.2265296792167648
90,49.57575032362596,1.2868735635516224
91,50.92061699249632,1.2722072031712286
92,52.797292575042434,1.3045792926300015
93,49.147649785129346,1.262081299076542
94,58.0170358038512,1.3658412317298092
95,58.54205648465254,1.342715040155077
96,62.45994319717195,1.3898703985490175
97,59.35518305091862,1.3843468801991463
98,62.92618229704933,1.4118657393855163
99,64.98815110080473,1.4814664733868388
100,72.51967193551354,1.5224463368522547
101,68.61258480921374,1.5224687196076196
102,83.71344578565898,1.664985013647734
103,89.04642035086697,1.6749789227580012
104,95.82441585511076,1.7571131558408124
105,93.53567561835489,1.74921931115005
106,97.64831131408963,1.8043001559989282
107,99.78476121567186,1.8040532784450793
108,99.39874344248041,1.821835376044663
109,113.15206328488036,1.9530311271560528
110,127.1273573808321,2.0574518894152685
111,128.80115298667837,2.073746445207263
112,135.683129406659,2.1219338976798428
113,140.43216903696757,2.1822204286393156
114,147.2195661995723,2.2500822580399276
115,156.74056484042202,2.310935202082332
116,151.21568960594797,2.2657530602710367
117,136.39334665096123,2.1762215040663953
118,146.50570783913977,2.2374174493274697
119,145.10006626410686,2.2301914277281005
120,144.37866886768828,2.2255016830586127
121,149.16216951477872,2.271254526366252
122,162.0633232716423,2.3587379592311484
123,161.8187456331471,2.3496865958004793
124,183.73041277817558,2.495772683144458
125,189.5252028605677,2.5576718594162653
126,185.7433974533337,2.580592203745001
127,199.93804792613713,2.6250681636882187
128,203.24130242886173,2.6668676902431914
129,223.15771304123624,2.7777378276509097
130,230.88281176601714,2.819634476295934
131,249.16451083425582,2.9524778385790578
132,294.16787777905546,3.1825849703873814
133,317.73228543262235,3.3319844575026556
134,357.4629335208172,3.5368869396487352
135,376.2562762811447,3.6219459235486804
136,383.99574917520385,3.6652623850240986
137,408.4313760733413,3.7742201788615364
138,423.20985168850905,3.8395804310244097
139,438.4529272433281,3.912065889311355
140,437.59070874223505,3.915271883760718
141,449.5533258930998,3.964515386691093
142,464.00636154578376,4.026070453241996
143,469.0752038725104,4.06412190701454
144,490.18841885287077,4.125663664877271
145,479.47317385488657,4.098604194142936
146,512.0449359675774,4.223674652846607
147,510.07323244326767,4.218688838371422
148,504.89634460380915,4.2156184769885545
149,502.9184815201415,4.2065471774078445
150,533.1667031757045,4.311539274048448
151,537.7607144969021,4.334064481566775
152,557.5400990948755,4.413947542803854
153,578.4567339151973,4.482545077612752
154,608.6571747576357,4.595075774598754
155,609.6267149911672,4.622286832795918
156,652.3596282458413,4.755172084904812
157,643.5974598994303,4.752335801114339
158,658.6891095381636,4.797547280125404
159,661.4309311292611,4.816355677937218
160,675.5018235736122,4.847741799581055
