wave,inten,std
3420.660,0.065,0.049
3424.909,-0.489,0.041
3429.159,-0.349,0.050
3433.409,-0.372,0.050
3437.659,0.563,0.056
3441.909,-0.113,0.050
3446.160,-0.013,0.050
3450.411,-0.588,0.038
3454.663,0.051,0.048
3458.915,-0.245,0.049
3463.167,0.072,0.052
3467.420,0.036,0.053
3471.673,-0.018,0.051
3475.926,-0.294,0.049
3480.180,-0.239,0.050
3484.434,0.586,0.054
3488.688,0.252,0.053
3492.943,0.038,0.049
3497.198,-0.854,0.041
3501.454,-0.141,0.050
3505.709,-0.377,0.045
3509.965,-0.554,0.049
3514.222,-0.234,0.050
3518.479,-0.373,0.047
3522.736,0.189,0.053
3526.993,-0.331,0.049
3531.251,-0.338,0.048
3535.509,0.296,0.055
3539.768,0.189,0.051
3544.027,0.155,0.053
3548.286,0.175,0.054
3552.546,-0.001,0.050
3556.806,0.160,0.052
3561.066,-0.080,0.047
3565.326,0.172,0.052
3569.587,-0.750,0.043
3573.849,0.482,0.054
3578.110,-0.836,0.045
3582.372,0.222,0.052
3586.635,0.351,0.054
3590.897,0.291,0.054
3595.160,-0.687,0.047
3599.423,-0.015,0.054
3603.687,-0.094,0.050
3607.951,0.323,0.055
3612.215,-0.061,0.052
3616.480,0.089,0.055
3620.745,-0.070,0.052
3625.010,-0.230,0.048
3629.276,-0.211,0.052
3633.542,0.021,0.052
3637.809,0.345,0.054
3642.075,-0.090,0.052
3646.342,-0.549,0.048
3650.610,-0.029,0.055
3654.877,0.084,0.054
3659.145,-0.012,0.053
3663.414,-0.649,0.050
3667.682,-0.113,0.053
3671.951,-1.070,0.038
3676.221,-0.443,0.051
3680.490,-0.258,0.051
3684.760,0.157,0.053
3689.031,-0.219,0.047
3693.301,-0.140,0.054
3697.572,0.241,0.055
3701.844,-0.158,0.054
3706.115,0.125,0.053
3710.387,0.236,0.056
3714.660,-0.540,0.054
3718.932,-0.150,0.052
3723.205,-0.053,0.054
3727.479,-0.249,0.056
3731.752,0.004,0.053
3736.026,0.014,0.053
3740.301,-0.570,0.051
3744.575,-0.144,0.053
3748.850,0.104,0.055
3753.125,0.175,0.058
3757.401,0.289,0.060
3761.677,-0.022,0.055
3765.953,0.076,0.056
3770.230,0.392,0.063
3774.507,0.166,0.059
3778.784,-0.311,0.058
3783.061,0.150,0.060
3787.339,0.251,0.061
3791.617,0.265,0.060
3795.896,-0.646,0.057
3800.175,-0.031,0.059
3804.454,0.012,0.060
3808.733,-0.095,0.059
3813.013,0.358,0.063
3817.293,0.028,0.059
3821.574,0.488,0.064
3825.854,-0.526,0.057
3830.135,0.640,0.064
3834.417,0.724,0.068
3838.698,0.290,0.064
3842.980,0.489,0.065
3847.263,0.038,0.062
3851.545,0.798,0.066
3855.828,0.121,0.064
3860.112,0.487,0.066
3864.395,0.299,0.064
3868.679,-0.565,0.062
3872.963,0.007,0.067
3877.248,-0.063,0.066
3881.533,0.492,0.072
3885.818,0.242,0.071
3890.103,0.470,0.073
3894.389,0.769,0.074
3898.675,0.456,0.077
3902.962,-0.006,0.072
3907.249,1.205,0.080
3911.536,1.058,0.081
3915.823,0.798,0.078
3920.111,0.168,0.077
3924.399,1.183,0.081
3928.687,0.731,0.080
3932.975,0.733,0.079
3937.264,0.198,0.077
3941.554,0.294,0.076
3945.843,0.858,0.079
3950.133,1.006,0.080
3954.423,0.420,0.078
3958.713,0.738,0.082
3963.004,0.562,0.081
3967.295,0.833,0.082
3971.587,0.672,0.082
3975.878,0.253,0.080
3980.170,0.798,0.085
3984.463,0.376,0.085
3988.755,0.441,0.087
3993.048,1.273,0.093
3997.341,1.122,0.096
4001.635,1.280,0.098
4005.929,2.671,0.106
4010.223,1.723,0.104
4014.517,1.323,0.106
4018.812,1.964,0.108
4023.107,2.388,0.111
4027.402,2.029,0.114
4031.698,2.353,0.118
4035.994,2.025,0.118
4040.290,2.322,0.121
4044.586,2.949,0.126
4048.883,1.855,0.123
4053.180,1.854,0.126
4057.478,1.934,0.122
4061.775,2.417,0.118
4066.073,2.455,0.118
4070.372,1.832,0.117
4074.670,2.848,0.119
4078.969,2.291,0.123
4083.268,2.793,0.124
4087.568,2.144,0.123
4091.868,3.408,0.126
4096.168,3.352,0.126
4100.468,2.775,0.124
4104.769,4.317,0.131
4109.070,3.761,0.130
4113.371,2.571,0.126
